"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output"
"M-013-1","Maximum Selection Score","Master","Greedy","Choose exactly K matching positions. The score is the sum of chosen A values multiplied by the smallest chosen B value.","Print the largest possible score. Follow the stated tie rule.","Line 1: N K.
Line 2: A values.
Line 3: B values.","1 <= K <= N <= 200000
values: 0 to 10^9
use 64-bit output","1 1
1
2","2","1 1
1
2","2","4 2
1 3 3 2
2 1 3 4","15","5 3
4 2 3 1 1
7 5 10 9 6","56","2 1
5 5
1 2","10","3 2
1 2 3
3 2 1","6","3 2
10 1 1
1 10 10","20","3 2
2 2 2
2 2 2","8","4 3
8 3 5 7
4 8 1 6","72"
"M-013-2","Maximum Selection Score Planner","Master","Greedy","Choose exactly K matching positions. The score is the sum of chosen A values multiplied by the smallest chosen B value.","Print the largest possible score. Print only the requested result.","Line 1: N K.
Line 2: A values.
Line 3: B values.","1 <= K <= N <= 200000
values: 0 to 10^9
use 64-bit output","1 1
1
2","2","1 1
1
2","2","4 2
1 3 3 2
2 1 3 4","15","5 3
4 2 3 1 1
7 5 10 9 6","56","2 1
5 5
1 2","10","3 2
1 2 3
3 2 1","6","3 2
10 1 1
1 10 10","20","3 2
2 2 2
2 2 2","8","4 3
8 3 5 7
4 8 1 6","72"
"M-013-3","Maximum Selection Score Checkpoint","Master","Greedy","Choose exactly K matching positions. The score is the sum of chosen A values multiplied by the smallest chosen B value.","Print the largest possible score. Treat every input independently.","Line 1: N K.
Line 2: A values.
Line 3: B values.","1 <= K <= N <= 200000
values: 0 to 10^9
use 64-bit output","1 1
1
2","2","1 1
1
2","2","4 2
1 3 3 2
2 1 3 4","15","5 3
4 2 3 1 1
7 5 10 9 6","56","2 1
5 5
1 2","10","3 2
1 2 3
3 2 1","6","3 2
10 1 1
1 10 10","20","3 2
2 2 2
2 2 2","8","4 3
8 3 5 7
4 8 1 6","72"
"M-013-4","Maximum Selection Score Tracker","Master","Greedy","Choose exactly K matching positions. The score is the sum of chosen A values multiplied by the smallest chosen B value.","Print the largest possible score. Keep the format unchanged.","Line 1: N K.
Line 2: A values.
Line 3: B values.","1 <= K <= N <= 200000
values: 0 to 10^9
use 64-bit output","1 1
1
2","2","1 1
1
2","2","4 2
1 3 3 2
2 1 3 4","15","5 3
4 2 3 1 1
7 5 10 9 6","56","2 1
5 5
1 2","10","3 2
1 2 3
3 2 1","6","3 2
10 1 1
1 10 10","20","3 2
2 2 2
2 2 2","8","4 3
8 3 5 7
4 8 1 6","72"
"M-013-5","Maximum Selection Score Verifier","Master","Greedy","Choose exactly K matching positions. The score is the sum of chosen A values multiplied by the smallest chosen B value.","Print the largest possible score. Use the same definition throughout.","Line 1: N K.
Line 2: A values.
Line 3: B values.","1 <= K <= N <= 200000
values: 0 to 10^9
use 64-bit output","1 1
1
2","2","1 1
1
2","2","4 2
1 3 3 2
2 1 3 4","15","5 3
4 2 3 1 1
7 5 10 9 6","56","2 1
5 5
1 2","10","3 2
1 2 3
3 2 1","6","3 2
10 1 1
1 10 10","20","3 2
2 2 2
2 2 2","8","4 3
8 3 5 7
4 8 1 6","72"
"M-014-1","Minimum Adjacent Palindrome Merges","Master","Greedy","An adjacent merge replaces two neighboring positive numbers by their sum. A sequence is palindromic when it reads the same forward and backward.","Print the minimum adjacent merges needed to make the sequence palindromic. Follow the stated tie rule.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 200000
values: 1 to 10^9","1
1","0","1
1","0","2
1 2","1","4
1 4 5 1","1","4
11 14 15 99","3","4
1 3 2 1","1","3
5 5 5","0","4
2 1 3 2","1","5
7 1 2 3 7","1"
"M-014-2","Minimum Adjacent Palindrome Merges Planner","Master","Greedy","An adjacent merge replaces two neighboring positive numbers by their sum. A sequence is palindromic when it reads the same forward and backward.","Print the minimum adjacent merges needed to make the sequence palindromic. Print only the requested result.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 200000
values: 1 to 10^9","1
1","0","1
1","0","2
1 2","1","4
1 4 5 1","1","4
11 14 15 99","3","4
1 3 2 1","1","3
5 5 5","0","4
2 1 3 2","1","5
7 1 2 3 7","1"
"M-014-3","Minimum Adjacent Palindrome Merges Checkpoint","Master","Greedy","An adjacent merge replaces two neighboring positive numbers by their sum. A sequence is palindromic when it reads the same forward and backward.","Print the minimum adjacent merges needed to make the sequence palindromic. Treat every input independently.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 200000
values: 1 to 10^9","1
1","0","1
1","0","2
1 2","1","4
1 4 5 1","1","4
11 14 15 99","3","4
1 3 2 1","1","3
5 5 5","0","4
2 1 3 2","1","5
7 1 2 3 7","1"
"M-014-4","Minimum Adjacent Palindrome Merges Tracker","Master","Greedy","An adjacent merge replaces two neighboring positive numbers by their sum. A sequence is palindromic when it reads the same forward and backward.","Print the minimum adjacent merges needed to make the sequence palindromic. Keep the format unchanged.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 200000
values: 1 to 10^9","1
1","0","1
1","0","2
1 2","1","4
1 4 5 1","1","4
11 14 15 99","3","4
1 3 2 1","1","3
5 5 5","0","4
2 1 3 2","1","5
7 1 2 3 7","1"
"M-014-5","Minimum Adjacent Palindrome Merges Verifier","Master","Greedy","An adjacent merge replaces two neighboring positive numbers by their sum. A sequence is palindromic when it reads the same forward and backward.","Print the minimum adjacent merges needed to make the sequence palindromic. Use the same definition throughout.","Line 1: N.
Line 2: N positive integers.","1 <= N <= 200000
values: 1 to 10^9","1
1","0","1
1","0","2
1 2","1","4
1 4 5 1","1","4
11 14 15 99","3","4
1 3 2 1","1","3
5 5 5","0","4
2 1 3 2","1","5
7 1 2 3 7","1"
"M-015-1","Minimum Absolute Deviation","Master","Arrays","For a chosen integer X, total absolute deviation is the sum of |value-X|. Any median minimizes this total.","Print the minimum possible total absolute deviation. Follow the stated tie rule.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit total","1
1","0","1
1","0","2
1 2","1","3
1 10 2","9","3
5 5 5","0","3
-5 0 5","10","4
1 2 3 4","4","3
10 -10 0","20","5
7 1 9 3 5","12"
"M-015-2","Minimum Absolute Deviation Planner","Master","Arrays","For a chosen integer X, total absolute deviation is the sum of |value-X|. Any median minimizes this total.","Print the minimum possible total absolute deviation. Print only the requested result.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit total","1
1","0","1
1","0","2
1 2","1","3
1 10 2","9","3
5 5 5","0","3
-5 0 5","10","4
1 2 3 4","4","3
10 -10 0","20","5
7 1 9 3 5","12"
"M-015-3","Minimum Absolute Deviation Checkpoint","Master","Arrays","For a chosen integer X, total absolute deviation is the sum of |value-X|. Any median minimizes this total.","Print the minimum possible total absolute deviation. Treat every input independently.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit total","1
1","0","1
1","0","2
1 2","1","3
1 10 2","9","3
5 5 5","0","3
-5 0 5","10","4
1 2 3 4","4","3
10 -10 0","20","5
7 1 9 3 5","12"
"M-015-4","Minimum Absolute Deviation Tracker","Master","Arrays","For a chosen integer X, total absolute deviation is the sum of |value-X|. Any median minimizes this total.","Print the minimum possible total absolute deviation. Keep the format unchanged.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit total","1
1","0","1
1","0","2
1 2","1","3
1 10 2","9","3
5 5 5","0","3
-5 0 5","10","4
1 2 3 4","4","3
10 -10 0","20","5
7 1 9 3 5","12"
"M-015-5","Minimum Absolute Deviation Verifier","Master","Arrays","For a chosen integer X, total absolute deviation is the sum of |value-X|. Any median minimizes this total.","Print the minimum possible total absolute deviation. Use the same definition throughout.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit total","1
1","0","1
1","0","2
1 2","1","3
1 10 2","9","3
5 5 5","0","3
-5 0 5","10","4
1 2 3 4","4","3
10 -10 0","20","5
7 1 9 3 5","12"
"M-016-1","Permutation Minimum Swaps","Master","Graphs","A permutation contains each number 1 through N once. One swap may exchange any two positions.","Print the minimum swaps needed to sort the permutation into 1 through N. Follow the stated tie rule.","Line 1: N.
Line 2: a permutation.","1 <= N <= 200000
values: 1 to N","1
1","0","1
1","0","2
2 1","1","3
2 3 1","2","4
4 3 2 1","2","4
1 2 3 4","0","5
3 1 2 5 4","3","4
2 1 4 3","2","5
5 1 2 3 4","4"
"M-016-2","Permutation Minimum Swaps Planner","Master","Graphs","A permutation contains each number 1 through N once. One swap may exchange any two positions.","Print the minimum swaps needed to sort the permutation into 1 through N. Print only the requested result.","Line 1: N.
Line 2: a permutation.","1 <= N <= 200000
values: 1 to N","1
1","0","1
1","0","2
2 1","1","3
2 3 1","2","4
4 3 2 1","2","4
1 2 3 4","0","5
3 1 2 5 4","3","4
2 1 4 3","2","5
5 1 2 3 4","4"
"M-016-3","Permutation Minimum Swaps Checkpoint","Master","Graphs","A permutation contains each number 1 through N once. One swap may exchange any two positions.","Print the minimum swaps needed to sort the permutation into 1 through N. Treat every input independently.","Line 1: N.
Line 2: a permutation.","1 <= N <= 200000
values: 1 to N","1
1","0","1
1","0","2
2 1","1","3
2 3 1","2","4
4 3 2 1","2","4
1 2 3 4","0","5
3 1 2 5 4","3","4
2 1 4 3","2","5
5 1 2 3 4","4"
"M-016-4","Permutation Minimum Swaps Tracker","Master","Graphs","A permutation contains each number 1 through N once. One swap may exchange any two positions.","Print the minimum swaps needed to sort the permutation into 1 through N. Keep the format unchanged.","Line 1: N.
Line 2: a permutation.","1 <= N <= 200000
values: 1 to N","1
1","0","1
1","0","2
2 1","1","3
2 3 1","2","4
4 3 2 1","2","4
1 2 3 4","0","5
3 1 2 5 4","3","4
2 1 4 3","2","5
5 1 2 3 4","4"
"M-016-5","Permutation Minimum Swaps Verifier","Master","Graphs","A permutation contains each number 1 through N once. One swap may exchange any two positions.","Print the minimum swaps needed to sort the permutation into 1 through N. Use the same definition throughout.","Line 1: N.
Line 2: a permutation.","1 <= N <= 200000
values: 1 to N","1
1","0","1
1","0","2
2 1","1","3
2 3 1","2","4
4 3 2 1","2","4
1 2 3 4","0","5
3 1 2 5 4","3","4
2 1 4 3","2","5
5 1 2 3 4","4"
"M-017-1","Next-Pointer Cycle Entry","Master","Two Pointers","Each node points to one next node, or 0 for no next node. Starting at node 1, a cycle entry is the first node that belongs to the repeated loop.","Print the cycle entry node, or 0 if the walk reaches 0. Follow the stated tie rule.","Line 1: N.
Line 2: next pointers for nodes 1 through N.","1 <= N <= 200000
each pointer: 0 to N","1
0","0","1
0","0","2
1 0","1","3
2 3 2","2","4
2 3 4 2","2","3
0 0 0","0","2
2 1","1","5
2 3 4 5 3","3","4
1 2 3 4","1"
"M-017-2","Next-Pointer Cycle Entry Planner","Master","Two Pointers","Each node points to one next node, or 0 for no next node. Starting at node 1, a cycle entry is the first node that belongs to the repeated loop.","Print the cycle entry node, or 0 if the walk reaches 0. Print only the requested result.","Line 1: N.
Line 2: next pointers for nodes 1 through N.","1 <= N <= 200000
each pointer: 0 to N","1
0","0","1
0","0","2
1 0","1","3
2 3 2","2","4
2 3 4 2","2","3
0 0 0","0","2
2 1","1","5
2 3 4 5 3","3","4
1 2 3 4","1"
"M-017-3","Next-Pointer Cycle Entry Checkpoint","Master","Two Pointers","Each node points to one next node, or 0 for no next node. Starting at node 1, a cycle entry is the first node that belongs to the repeated loop.","Print the cycle entry node, or 0 if the walk reaches 0. Treat every input independently.","Line 1: N.
Line 2: next pointers for nodes 1 through N.","1 <= N <= 200000
each pointer: 0 to N","1
0","0","1
0","0","2
1 0","1","3
2 3 2","2","4
2 3 4 2","2","3
0 0 0","0","2
2 1","1","5
2 3 4 5 3","3","4
1 2 3 4","1"
"M-017-4","Next-Pointer Cycle Entry Tracker","Master","Two Pointers","Each node points to one next node, or 0 for no next node. Starting at node 1, a cycle entry is the first node that belongs to the repeated loop.","Print the cycle entry node, or 0 if the walk reaches 0. Keep the format unchanged.","Line 1: N.
Line 2: next pointers for nodes 1 through N.","1 <= N <= 200000
each pointer: 0 to N","1
0","0","1
0","0","2
1 0","1","3
2 3 2","2","4
2 3 4 2","2","3
0 0 0","0","2
2 1","1","5
2 3 4 5 3","3","4
1 2 3 4","1"
"M-017-5","Next-Pointer Cycle Entry Verifier","Master","Two Pointers","Each node points to one next node, or 0 for no next node. Starting at node 1, a cycle entry is the first node that belongs to the repeated loop.","Print the cycle entry node, or 0 if the walk reaches 0. Use the same definition throughout.","Line 1: N.
Line 2: next pointers for nodes 1 through N.","1 <= N <= 200000
each pointer: 0 to N","1
0","0","1
0","0","2
1 0","1","3
2 3 2","2","4
2 3 4 2","2","3
0 0 0","0","2
2 1","1","5
2 3 4 5 3","3","4
1 2 3 4","1"
"M-018-1","Tree Path XOR Pair Count","Master","Trees","The XOR of a tree path combines its edge labels. Each unordered pair of different nodes determines one unique path.","Count node pairs whose path XOR equals K. Follow the stated tie rule.","Line 1: N K.
Next N-1 lines: u v edgeXor.","1 <= N <= 200000
edge labels and K: 0 to 2^30-1","2 5
1 2 5","1","2 5
1 2 5","1","3 3
1 2 1
2 3 2","1","3 0
1 2 1
1 3 1","1","4 0
1 2 3
2 3 3
3 4 3","2","1 0
","0","4 3
1 2 1
1 3 2
1 4 3","2","5 4
1 2 4
2 3 1
2 4 5
4 5 1","3","3 0
1 2 0
2 3 0","3"
"M-018-2","Tree Path XOR Pair Count Planner","Master","Trees","The XOR of a tree path combines its edge labels. Each unordered pair of different nodes determines one unique path.","Count node pairs whose path XOR equals K. Print only the requested result.","Line 1: N K.
Next N-1 lines: u v edgeXor.","1 <= N <= 200000
edge labels and K: 0 to 2^30-1","2 5
1 2 5","1","2 5
1 2 5","1","3 3
1 2 1
2 3 2","1","3 0
1 2 1
1 3 1","1","4 0
1 2 3
2 3 3
3 4 3","2","1 0
","0","4 3
1 2 1
1 3 2
1 4 3","2","5 4
1 2 4
2 3 1
2 4 5
4 5 1","3","3 0
1 2 0
2 3 0","3"
"M-018-3","Tree Path XOR Pair Count Checkpoint","Master","Trees","The XOR of a tree path combines its edge labels. Each unordered pair of different nodes determines one unique path.","Count node pairs whose path XOR equals K. Treat every input independently.","Line 1: N K.
Next N-1 lines: u v edgeXor.","1 <= N <= 200000
edge labels and K: 0 to 2^30-1","2 5
1 2 5","1","2 5
1 2 5","1","3 3
1 2 1
2 3 2","1","3 0
1 2 1
1 3 1","1","4 0
1 2 3
2 3 3
3 4 3","2","1 0
","0","4 3
1 2 1
1 3 2
1 4 3","2","5 4
1 2 4
2 3 1
2 4 5
4 5 1","3","3 0
1 2 0
2 3 0","3"
"M-018-4","Tree Path XOR Pair Count Tracker","Master","Trees","The XOR of a tree path combines its edge labels. Each unordered pair of different nodes determines one unique path.","Count node pairs whose path XOR equals K. Keep the format unchanged.","Line 1: N K.
Next N-1 lines: u v edgeXor.","1 <= N <= 200000
edge labels and K: 0 to 2^30-1","2 5
1 2 5","1","2 5
1 2 5","1","3 3
1 2 1
2 3 2","1","3 0
1 2 1
1 3 1","1","4 0
1 2 3
2 3 3
3 4 3","2","1 0
","0","4 3
1 2 1
1 3 2
1 4 3","2","5 4
1 2 4
2 3 1
2 4 5
4 5 1","3","3 0
1 2 0
2 3 0","3"
"M-018-5","Tree Path XOR Pair Count Verifier","Master","Trees","The XOR of a tree path combines its edge labels. Each unordered pair of different nodes determines one unique path.","Count node pairs whose path XOR equals K. Use the same definition throughout.","Line 1: N K.
Next N-1 lines: u v edgeXor.","1 <= N <= 200000
edge labels and K: 0 to 2^30-1","2 5
1 2 5","1","2 5
1 2 5","1","3 3
1 2 1
2 3 2","1","3 0
1 2 1
1 3 1","1","4 0
1 2 3
2 3 3
3 4 3","2","1 0
","0","4 3
1 2 1
1 3 2
1 4 3","2","5 4
1 2 4
2 3 1
2 4 5
4 5 1","3","3 0
1 2 0
2 3 0","3"
"M-019-1","Unique Topological Order","Master","Graphs","A topological order lists directed prerequisites before what depends on them. The order is unique only when every step has exactly one available next node.","Print YES if the directed graph has exactly one topological order; otherwise print NO. Follow the stated tie rule.","Line 1: N M.
Next M lines: directed edge u v.","1 <= N <= 200000
0 <= M <= 300000
node labels: 1 to N","1 0
","YES","1 0
","YES","2 1
1 2","YES","2 0
","NO","3 2
1 2
2 3","YES","3 2
1 3
2 3","NO","3 2
1 2
2 1","NO","4 4
1 2
1 3
2 4
3 4","NO","4 3
1 2
2 3
3 4","YES"
"M-019-2","Unique Topological Order Planner","Master","Graphs","A topological order lists directed prerequisites before what depends on them. The order is unique only when every step has exactly one available next node.","Print YES if the directed graph has exactly one topological order; otherwise print NO. Print only the requested result.","Line 1: N M.
Next M lines: directed edge u v.","1 <= N <= 200000
0 <= M <= 300000
node labels: 1 to N","1 0
","YES","1 0
","YES","2 1
1 2","YES","2 0
","NO","3 2
1 2
2 3","YES","3 2
1 3
2 3","NO","3 2
1 2
2 1","NO","4 4
1 2
1 3
2 4
3 4","NO","4 3
1 2
2 3
3 4","YES"
"M-019-3","Unique Topological Order Checkpoint","Master","Graphs","A topological order lists directed prerequisites before what depends on them. The order is unique only when every step has exactly one available next node.","Print YES if the directed graph has exactly one topological order; otherwise print NO. Treat every input independently.","Line 1: N M.
Next M lines: directed edge u v.","1 <= N <= 200000
0 <= M <= 300000
node labels: 1 to N","1 0
","YES","1 0
","YES","2 1
1 2","YES","2 0
","NO","3 2
1 2
2 3","YES","3 2
1 3
2 3","NO","3 2
1 2
2 1","NO","4 4
1 2
1 3
2 4
3 4","NO","4 3
1 2
2 3
3 4","YES"
"M-019-4","Unique Topological Order Tracker","Master","Graphs","A topological order lists directed prerequisites before what depends on them. The order is unique only when every step has exactly one available next node.","Print YES if the directed graph has exactly one topological order; otherwise print NO. Keep the format unchanged.","Line 1: N M.
Next M lines: directed edge u v.","1 <= N <= 200000
0 <= M <= 300000
node labels: 1 to N","1 0
","YES","1 0
","YES","2 1
1 2","YES","2 0
","NO","3 2
1 2
2 3","YES","3 2
1 3
2 3","NO","3 2
1 2
2 1","NO","4 4
1 2
1 3
2 4
3 4","NO","4 3
1 2
2 3
3 4","YES"
"M-019-5","Unique Topological Order Verifier","Master","Graphs","A topological order lists directed prerequisites before what depends on them. The order is unique only when every step has exactly one available next node.","Print YES if the directed graph has exactly one topological order; otherwise print NO. Use the same definition throughout.","Line 1: N M.
Next M lines: directed edge u v.","1 <= N <= 200000
0 <= M <= 300000
node labels: 1 to N","1 0
","YES","1 0
","YES","2 1
1 2","YES","2 0
","NO","3 2
1 2
2 3","YES","3 2
1 3
2 3","NO","3 2
1 2
2 1","NO","4 4
1 2
1 3
2 4
3 4","NO","4 3
1 2
2 3
3 4","YES"
"M-020-1","Common Subsequence Length","Master","Dynamic Programming","A subsequence keeps character order but may skip characters. It does not need to be contiguous.","Print the length of the longest common subsequence of A and B. Follow the stated tie rule.","Line 1: string A.
Line 2: string B.","0 <= lengths <= 1000
lowercase or uppercase English letters","a
a","1","a
a","1","abc
abc","3","abc
def","0","abcde
ace","3","aaaa
aa","2","AGGTAB
GXTXAYB","4","banana
atana","4","abcdef
fbdamn","2"
"M-020-2","Common Subsequence Length Planner","Master","Dynamic Programming","A subsequence keeps character order but may skip characters. It does not need to be contiguous.","Print the length of the longest common subsequence of A and B. Print only the requested result.","Line 1: string A.
Line 2: string B.","0 <= lengths <= 1000
lowercase or uppercase English letters","a
a","1","a
a","1","abc
abc","3","abc
def","0","abcde
ace","3","aaaa
aa","2","AGGTAB
GXTXAYB","4","banana
atana","4","abcdef
fbdamn","2"
"M-020-3","Common Subsequence Length Checkpoint","Master","Dynamic Programming","A subsequence keeps character order but may skip characters. It does not need to be contiguous.","Print the length of the longest common subsequence of A and B. Treat every input independently.","Line 1: string A.
Line 2: string B.","0 <= lengths <= 1000
lowercase or uppercase English letters","a
a","1","a
a","1","abc
abc","3","abc
def","0","abcde
ace","3","aaaa
aa","2","AGGTAB
GXTXAYB","4","banana
atana","4","abcdef
fbdamn","2"
"M-020-4","Common Subsequence Length Tracker","Master","Dynamic Programming","A subsequence keeps character order but may skip characters. It does not need to be contiguous.","Print the length of the longest common subsequence of A and B. Keep the format unchanged.","Line 1: string A.
Line 2: string B.","0 <= lengths <= 1000
lowercase or uppercase English letters","a
a","1","a
a","1","abc
abc","3","abc
def","0","abcde
ace","3","aaaa
aa","2","AGGTAB
GXTXAYB","4","banana
atana","4","abcdef
fbdamn","2"
"M-020-5","Common Subsequence Length Verifier","Master","Dynamic Programming","A subsequence keeps character order but may skip characters. It does not need to be contiguous.","Print the length of the longest common subsequence of A and B. Use the same definition throughout.","Line 1: string A.
Line 2: string B.","0 <= lengths <= 1000
lowercase or uppercase English letters","a
a","1","a
a","1","abc
abc","3","abc
def","0","abcde
ace","3","aaaa
aa","2","AGGTAB
GXTXAYB","4","banana
atana","4","abcdef
fbdamn","2"
"M-021-1","Target Subset Sum","Master","Meet in the Middle","A subset may choose any positions and does not need to be consecutive. The empty subset has sum zero.","Print YES if some subset sums exactly to T; otherwise print NO. Follow the stated tie rule.","Line 1: N T.
Line 2: N integers.","1 <= N <= 40
values and T: -10^9 to 10^9","1 1
1","YES","1 1
1","YES","3 5
1 2 3","YES","3 7
1 2 3","NO","2 0
0 0","YES","3 3
-1 2 4","YES","6 30
5 10 12 13 15 18","YES","6 9
3 34 4 12 5 2","YES","4 2
1 1 1 1","YES"
"M-021-2","Target Subset Sum Planner","Master","Meet in the Middle","A subset may choose any positions and does not need to be consecutive. The empty subset has sum zero.","Print YES if some subset sums exactly to T; otherwise print NO. Print only the requested result.","Line 1: N T.
Line 2: N integers.","1 <= N <= 40
values and T: -10^9 to 10^9","1 1
1","YES","1 1
1","YES","3 5
1 2 3","YES","3 7
1 2 3","NO","2 0
0 0","YES","3 3
-1 2 4","YES","6 30
5 10 12 13 15 18","YES","6 9
3 34 4 12 5 2","YES","4 2
1 1 1 1","YES"
"M-021-3","Target Subset Sum Checkpoint","Master","Meet in the Middle","A subset may choose any positions and does not need to be consecutive. The empty subset has sum zero.","Print YES if some subset sums exactly to T; otherwise print NO. Treat every input independently.","Line 1: N T.
Line 2: N integers.","1 <= N <= 40
values and T: -10^9 to 10^9","1 1
1","YES","1 1
1","YES","3 5
1 2 3","YES","3 7
1 2 3","NO","2 0
0 0","YES","3 3
-1 2 4","YES","6 30
5 10 12 13 15 18","YES","6 9
3 34 4 12 5 2","YES","4 2
1 1 1 1","YES"
"M-021-4","Target Subset Sum Tracker","Master","Meet in the Middle","A subset may choose any positions and does not need to be consecutive. The empty subset has sum zero.","Print YES if some subset sums exactly to T; otherwise print NO. Keep the format unchanged.","Line 1: N T.
Line 2: N integers.","1 <= N <= 40
values and T: -10^9 to 10^9","1 1
1","YES","1 1
1","YES","3 5
1 2 3","YES","3 7
1 2 3","NO","2 0
0 0","YES","3 3
-1 2 4","YES","6 30
5 10 12 13 15 18","YES","6 9
3 34 4 12 5 2","YES","4 2
1 1 1 1","YES"
"M-021-5","Target Subset Sum Verifier","Master","Meet in the Middle","A subset may choose any positions and does not need to be consecutive. The empty subset has sum zero.","Print YES if some subset sums exactly to T; otherwise print NO. Use the same definition throughout.","Line 1: N T.
Line 2: N integers.","1 <= N <= 40
values and T: -10^9 to 10^9","1 1
1","YES","1 1
1","YES","3 5
1 2 3","YES","3 7
1 2 3","NO","2 0
0 0","YES","3 3
-1 2 4","YES","6 30
5 10 12 13 15 18","YES","6 9
3 34 4 12 5 2","YES","4 2
1 1 1 1","YES"
"M-022-1","Kth Across Sorted Arrays","Master","Binary Search","Two input arrays are already sorted in nondecreasing order. Count positions starting from 1 in their combined sorted order.","Print the Kth smallest value across both arrays. Follow the stated tie rule.","Line 1: N M K.
Line 2: N sorted integers, possibly empty.
Line 3: M sorted integers, possibly empty.","0 <= N,M <= 200000
1 <= K <= N+M
values: -10^9 to 10^9","1 1 1
1
2","1","1 1 1
1
2","1","1 1 2
1
2","2","2 2 3
1 3
2 4","3","0 1 1

5","5","3 2 4
1 2 3
4 5","4","2 2 3
1 1
1 1","1","2 3 2
-5 0
1 2 3","0","3 4 5
2 6 9
1 4 7 10","7"
"M-022-2","Kth Across Sorted Arrays Planner","Master","Binary Search","Two input arrays are already sorted in nondecreasing order. Count positions starting from 1 in their combined sorted order.","Print the Kth smallest value across both arrays. Print only the requested result.","Line 1: N M K.
Line 2: N sorted integers, possibly empty.
Line 3: M sorted integers, possibly empty.","0 <= N,M <= 200000
1 <= K <= N+M
values: -10^9 to 10^9","1 1 1
1
2","1","1 1 1
1
2","1","1 1 2
1
2","2","2 2 3
1 3
2 4","3","0 1 1

5","5","3 2 4
1 2 3
4 5","4","2 2 3
1 1
1 1","1","2 3 2
-5 0
1 2 3","0","3 4 5
2 6 9
1 4 7 10","7"
"M-022-3","Kth Across Sorted Arrays Checkpoint","Master","Binary Search","Two input arrays are already sorted in nondecreasing order. Count positions starting from 1 in their combined sorted order.","Print the Kth smallest value across both arrays. Treat every input independently.","Line 1: N M K.
Line 2: N sorted integers, possibly empty.
Line 3: M sorted integers, possibly empty.","0 <= N,M <= 200000
1 <= K <= N+M
values: -10^9 to 10^9","1 1 1
1
2","1","1 1 1
1
2","1","1 1 2
1
2","2","2 2 3
1 3
2 4","3","0 1 1

5","5","3 2 4
1 2 3
4 5","4","2 2 3
1 1
1 1","1","2 3 2
-5 0
1 2 3","0","3 4 5
2 6 9
1 4 7 10","7"
"M-022-4","Kth Across Sorted Arrays Tracker","Master","Binary Search","Two input arrays are already sorted in nondecreasing order. Count positions starting from 1 in their combined sorted order.","Print the Kth smallest value across both arrays. Keep the format unchanged.","Line 1: N M K.
Line 2: N sorted integers, possibly empty.
Line 3: M sorted integers, possibly empty.","0 <= N,M <= 200000
1 <= K <= N+M
values: -10^9 to 10^9","1 1 1
1
2","1","1 1 1
1
2","1","1 1 2
1
2","2","2 2 3
1 3
2 4","3","0 1 1

5","5","3 2 4
1 2 3
4 5","4","2 2 3
1 1
1 1","1","2 3 2
-5 0
1 2 3","0","3 4 5
2 6 9
1 4 7 10","7"
"M-022-5","Kth Across Sorted Arrays Verifier","Master","Binary Search","Two input arrays are already sorted in nondecreasing order. Count positions starting from 1 in their combined sorted order.","Print the Kth smallest value across both arrays. Use the same definition throughout.","Line 1: N M K.
Line 2: N sorted integers, possibly empty.
Line 3: M sorted integers, possibly empty.","0 <= N,M <= 200000
1 <= K <= N+M
values: -10^9 to 10^9","1 1 1
1
2","1","1 1 1
1
2","1","1 1 2
1
2","2","2 2 3
1 3
2 4","3","0 1 1

5","5","3 2 4
1 2 3
4 5","4","2 2 3
1 1
1 1","1","2 3 2
-5 0
1 2 3","0","3 4 5
2 6 9
1 4 7 10","7"
"M-023-1","Largest Floor Average Segment","Master","Binary Search","A segment is consecutive and must contain at least K values. Its floor average is the integer floor of its sum divided by its length.","Print the largest floor average among all segments of length at least K. Follow the stated tie rule.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","2 2
1 2","1","6 4
1 12 -5 -6 50 3","12","3 2
-1 -2 -3","-2","3 2
5 5 5","5","5 3
1 -1 1 -1 1","0","3 2
10 -10 10","3","5 3
3 1 4 1 5","3"
