"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output"
"P-007-1","The Chromatic Courier","Platinum","Navigation","In the city of Prismatica, roads are colored either Red (0) or Blue (1). To prevent driver fatigue, the city council mandates that every route must strictly alternate between Red and Blue roads.","Find the shortest path from intersection 1 to intersection N. The path must alternate colors, meaning if you just traversed a Red road, the next must be Blue, and vice versa. The first road taken can be either color. If multiple paths exist, output the minimum number of roads used. If no such path exists, output -1.","Line 1: Two integers N (number of intersections) and M (number of roads). Next M lines: Three integers u, v, and c, representing a road between u and v of color c (0 for Red, 1 for Blue). Roads are bidirectional.","2 <= N <= 100,000; 0 <= M <= 100,000; 1 <= u, v <= N; c is 0 or 1.","3 2
1 2 0
2 3 1","2","3 2
1 2 0
2 3 1","2","3 2
1 2 0
2 3 0","-1","1 0","0","3 3
1 2 0
1 2 1
2 3 0","2","3 3
1 2 0
2 1 1
1 3 0","3","4 1
1 2 0","-1","5 4
1 2 0
2 3 1
3 4 0
4 5 1","4","2 2
1 2 0
1 2 0","1"
"P-007-2","Portal Duality","Platinum","Exploration","A research facility contains rooms connected by two types of portals: Alpha (0) and Beta (1). To maintain molecular stability, a traveler must alternate between Alpha and Beta portals at every step.","Determine the minimum number of portals required to travel from room 1 to room N. The first portal used can be of either type, but every subsequent portal must be the opposite type of the one immediately preceding it. If room N is unreachable under these conditions, output -1.","Line 1: Two integers N (rooms) and M (portals). Next M lines: Three integers u, v, and t, representing a bidirectional portal between rooms u and v of type t (0 for Alpha, 1 for Beta).","2 <= N <= 100,000; 0 <= M <= 100,000; 1 <= u, v <= N; t is 0 or 1.","3 2
1 2 0
2 3 1","2","3 2
1 2 0
2 3 1","2","4 3
1 2 0
2 3 0
3 4 1","-1","2 1
1 2 1","1","3 2
1 2 1
2 3 0","2","4 4
1 2 0
2 3 0
3 4 1
1 3 1","2","5 4
1 2 0
2 3 1
3 4 0
4 5 1","4","2 2
1 2 0
1 2 1","1","6 5
1 2 0
2 3 1
3 4 0
4 5 1
5 6 0","5"
"P-007-3","Robot Protocol","Platinum","Robotics","A maintenance robot moves between stations using two different gear modes: Push (0) and Pull (1). The robot's internal logic requires it to switch modes after every single movement to prevent mechanical overheating.","Calculate the fewest number of moves for the robot to get from station 1 to station N. The robot can start with either a Push or a Pull move. If it is impossible to reach station N while strictly alternating modes, output -1.","Line 1: Two integers N (stations) and M (connections). Next M lines: Three integers u, v, and g, representing a bidirectional connection between stations u and v using gear mode g (0 for Push, 1 for Pull).","2 <= N <= 100,000; 0 <= M <= 100,000; 1 <= u, v <= N; g is 0 or 1.","3 2
1 2 0
2 3 1","2","3 2
1 2 0
2 3 1","2","3 2
1 2 1
2 3 0","2","3 2
1 2 1
2 3 1","-1","4 3
1 2 0
2 3 1
3 4 0","3","2 0","-1","5 5
1 2 0
2 1 1
1 3 0
3 4 1
4 5 0","4","1 0","0","3 2
1 2 1
2 3 0","2"
"P-007-4","Luminous Labyrinth","Platinum","Puzzle","A cave system consists of chambers linked by passages that are either Light (0) or Dark (1). To keep your eyes adjusted, you must never walk through two passages of the same lighting condition in a row.","Find the shortest route from chamber 1 to chamber N such that the lighting condition of the passages alternates at every step. You may begin with either a Light or a Dark passage. If no such route exists, output -1.","Line 1: Two integers N (chambers) and M (passages). Next M lines: Three integers u, v, and L, representing a passage between chambers u and v with lighting L (0 for Light, 1 for Dark).","2 <= N <= 100,000; 0 <= M <= 100,000; 1 <= u, v <= N; L is 0 or 1.","3 2
1 2 0
2 3 1","2","3 2
1 2 0
2 3 1","2","3 2
1 2 0
2 3 0","-1","4 4
1 2 0
2 3 1
3 4 0
1 4 1","1","2 1
1 2 1","1","5 4
1 2 1
2 3 0
3 4 1
4 5 0","4","3 3
1 2 0
2 1 1
1 3 0","3","4 2
1 2 0
3 4 1","-1","2 1
1 2 1","1"
"P-007-5","Bipartisan Bridge","Platinum","Social Networks","In a social network, connections between users are labeled as either Formal (0) or Informal (1). A specific communication protocol requires that messages must alternate between Formal and Informal links to be verified.","Find the minimum number of links needed to send a message from user 1 to user N. The message must alternate link types at every hop, starting with either type. If user N cannot be reached via an alternating path, output -1.","Line 1: Two integers N (users) and M (links). Next M lines: Three integers u, v, and k, representing a bidirectional link between users u and v of type k (0 for Formal, 1 for Informal).","2 <= N <= 100,000; 0 <= M <= 100,000; 1 <= u, v <= N; k is 0 or 1.","3 2
1 2 0
2 3 1","2","3 2
1 2 0
2 3 1","2","3 2
1 2 0
2 3 0","-1","4 3
1 2 0
2 3 1
3 4 0","3","3 4
1 2 0
1 2 1
2 3 0
2 3 1","2","5 4
1 2 1
2 3 0
3 4 1
4 5 0","4","2 1
1 2 0","1","6 5
1 2 0
2 3 0
3 4 0
4 5 0
5 6 0","-1","3 4
1 2 0
1 2 1
2 3 0
2 3 1","2"
"P-008-1","Perimeter of the Largest Island","Platinum","Grids","You have a rectangular grid of 0/1 cells. A component (island) is any group of 1-cells connected orthogonally (up/down/left/right). The perimeter of a component is the total number of cell edges that face outside the grid or face a 0-cell.","Find the island(s) with the largest area (number of 1-cells). If there are no 1-cells print 0. If multiple islands tie for largest area, choose the tied island that has the largest perimeter. Output that island's perimeter.","Line 1: H W
Lines 2..H+1: each a string of W characters '0' or '1'","1 ≤ H, W, H*W ≤ 200000. Grid contains only '0' and '1'.","3 3
111
101
111
","16
","3 3
111
101
111
","16
","2 2
00
00
","0
","4 6
100110
100110
100000
100000
","10
","2 3
111
111
","10
","1 1
1
","4
","4 4
1110
1110
0001
0001
","10
","3 6
110011
110011
000000
","8
","3 3
010
111
010
","12
"
"P-008-2","Perimeter at a Point","Platinum","Traversal","Given a grid of 0/1 cells, any connected group of 1-cells is a component. The perimeter of a component counts edges where a 1-cell meets the outside or a 0-cell. You are given a cell coordinate and must report the perimeter of the component that contains that cell.","If the query cell contains 1, output the perimeter of its component. If the query cell contains 0, output -1.","Line 1: H W
Lines 2..H+1: each a string of W characters '0' or '1'
Line H+2: r c (1-based row and column of the queried cell)","1 ≤ H, W, H*W ≤ 200000. 1 ≤ r ≤ H, 1 ≤ c ≤ W. Grid contains only '0' and '1'.","3 3
111
101
111
2 1
","16
","3 3
111
101
111
2 1
","16
","2 2
00
00
1 1
","-1
","1 1
1
1 1
","4
","2 3
111
111
1 2
","10
","3 3
100
000
000
1 1
","4
","4 6
100110
100110
100000
100000
1 1
","10
","2 2
11
11
2 2
","8
","3 3
010
111
010
2 2
","12
"
"P-008-3","Count Components with Perimeter ≤ K","Platinum","Local edge count","Each connected group of 1-cells has a perimeter (edges adjacent to outside or 0). You are asked how many components have perimeter at most K.","Output the number of components whose perimeter is ≤ K. If K < 0, output 0.","Line 1: H W
Lines 2..H+1: each a string of W characters '0' or '1'
Line H+2: K (integer)","1 ≤ H, W, H*W ≤ 200000. Grid contains only '0' and '1'. K fits in 32-bit signed integer.","3 3
111
101
111
16
","1
","3 3
111
101
111
16
","1
","2 2
00
00
0
","0
","4 6
100110
100110
100000
100000
9
","1
","3 3
111
111
111
-5
","0
","2 3
000
000
0
","0
","3 3
100
010
001
4
","3
","2 3
111
111
100
","1
","3 6
110011
110011
000000
8
","2
"
"P-008-4","Minimal Perimeter Among Border-Touching Components","Platinum","Connectivity","A component touches the border if any of its cells lies on the first/last row or first/last column. Perimeter counts edges adjacent to outside or to 0-cells.","Find the minimal perimeter among components that touch the grid border. If no component touches the border, print -1.","Line 1: H W
Lines 2..H+1: each a string of W characters '0' or '1'","1 ≤ H, W, H*W ≤ 200000. Grid contains only '0' and '1'.","3 3
111
101
111
","16
","3 3
111
101
111
","16
","5 5
00000
01110
01110
01110
00000
","-1
","4 6
100110
100110
100000
100000
","8
","2 2
00
00
","-1
","3 3
100
000
000
","4
","3 3
100
001
000
","4
","2 3
111
110
","8
","3 3
111
111
111
","12
"
"P-008-5","Sum of Perimeters of Top M Components by Area","Platinum","Component traversal","Compute each component's area (number of 1-cells) and perimeter. Sort components by area descending; break ties by smaller perimeter first. Take the first M components in this order and sum their perimeters.","Given M, output the sum of perimeters of the selected components. If M ≤ 0 output 0. If there are fewer than M components, sum all components.","Line 1: H W
Lines 2..H+1: each a string of W characters '0' or '1'
Line H+2: M (integer)","1 ≤ H, W, H*W ≤ 200000. Grid contains only '0' and '1'. M fits in 32-bit signed integer.","3 3
111
101
111
1
","16
","3 3
111
101
111
1
","16
","3 3
111
101
111
0
","0
","3 3
100
010
001
5
","12
","4 6
100110
100110
100000
100000
1
","8
","4 6
100110
100110
100000
100000
2
","18
","3 3
111
111
111
-2
","0
","4 4
1110
1110
0001
0001
2
","18
","2 2
00
00
3
","0
"
"P-009-1","Can All Courses Be Finished?","Platinum","Graphs","You have N courses numbered 1..N. A prerequisite a b means course a must be completed before course b. A valid plan repeatedly takes any course that has no remaining prerequisites and completes it. Duplicate prerequisite lines in the input should be treated as a single prerequisite. A self-loop (a prereq from a course to itself) makes completion impossible.","Decide whether it is possible to finish all courses by repeatedly removing courses with zero outstanding prerequisites. If it is possible print YES; otherwise print NO. Duplicate edges in the input are ignored; self-loops count as a cycle and make completion impossible.","Line 1: two integers N M (number of courses and number of prerequisite pairs).
Next M lines: two integers a b each meaning a must be done before b.","1 ≤ N ≤ 300000, 0 ≤ M ≤ 300000, 1 ≤ a,b ≤ N. Time limit: O(N+M).","4 3
1 2
1 3
3 4
","YES
","4 3
1 2
1 3
3 4
","YES
","3 3
1 2
2 3
3 1
","NO
","4 2
2 3
4 3
","YES
","3 4
1 2
1 2
2 3
2 3
","YES
","5 0
","YES
","1 0
","YES
","2 2
1 1
1 2
","NO
","6 6
1 2
1 3
3 4
2 4
4 5
5 6
","YES
"
"P-009-2","One Valid Course Order (smallest-first)","Platinum","Topological Order","Courses are numbered 1..N and a pair a b means a must be completed before b. You must output one valid order of all courses or report impossibility. When multiple courses have no outstanding prerequisites at the same time, always choose the smallest-numbered course next. Ignore duplicate prerequisite lines (they do not add extra requirements). A self-loop makes completion impossible.","If a full ordering exists, print N integers on one line: a valid course completion order following the smallest-first tie rule. If impossible, print IMPOSSIBLE exactly. Duplicate edges are ignored; self-loops make it impossible.","Line 1: two integers N M.
Next M lines: a b meaning a before b.","1 ≤ N ≤ 300000, 0 ≤ M ≤ 300000, 1 ≤ a,b ≤ N. Time: O(N+M).","4 3
1 2
1 3
3 4
","1 2 3 4
","4 3
1 2
1 3
3 4
","1 2 3 4
","3 3
1 2
2 3
3 1
","IMPOSSIBLE
","3 4
1 2
1 2
1 3
2 3
","1 2 3
","3 1
2 3
","1 2 3
","4 0
","1 2 3 4
","2 1
2 2
","IMPOSSIBLE
","6 5
1 4
2 4
3 5
4 6
5 6
","1 2 3 4 5 6
","4 5
1 2
1 2
2 3
3 4
1 3
","1 2 3 4
"
"P-009-3","Recipe Preparation Sequence (one per line)","Platinum","Dependencies","You are preparing a recipe of N steps numbered 1..N. Each line a b means step a must be completed before step b. Produce one valid sequence of steps, printing one step per line. When several steps are available simultaneously, always take the smallest-numbered step next. Treat repeated identical prerequisite lines as a single requirement. Self-dependencies are invalid and make a full sequence impossible.","Print N lines with a valid ordering of steps (one integer per line) following the smallest-first rule, or print IMPOSSIBLE if no full ordering exists. Duplicate edges are ignored; self-loops cause impossibility.","Line 1: N M
Next M lines: a b meaning a before b.","1 ≤ N ≤ 300000, 0 ≤ M ≤ 300000, 1 ≤ a,b ≤ N. Expected O(N+M).","3 2
1 2
2 3
","1
2
3
","3 2
1 2
2 3
","1
2
3
","2 2
1 2
2 1
","IMPOSSIBLE
","4 5
1 2
1 2
2 3
1 3
3 4
","1
2
3
4
","4 2
2 3
4 3
","1
2
4
3
","5 4
1 2
2 3
3 4
4 5
","1
2
3
4
5
","1 0
","1
","3 3
1 1
1 2
2 3
","IMPOSSIBLE
","5 0
","1
2
3
4
5
"
"P-009-4","Build Order for Modules (comma-separated)","Platinum","Build Systems","You have N modules numbered 1..N. Dependency a b means module a must be built before b. Output one valid comma-separated build order that builds all modules, or report a cycle. When multiple modules are buildable simultaneously pick the smallest-numbered module next. Treat duplicate dependency lines as a single dependency; any self-dependency indicates a cycle.","If possible print the build order as numbers separated by commas with no spaces (e.g. 1,2,3). If impossible print CYCLE exactly. Duplicate edges are ignored; self-loops cause CYCLE.","Line 1: N M
Then M lines: a b (a before b).","1 ≤ N ≤ 300000, 0 ≤ M ≤ 300000, 1 ≤ a,b ≤ N. Expected O(N+M) solution.","4 3
1 2
1 3
3 4
","1,2,3,4
","4 3
1 2
1 3
3 4
","1,2,3,4
","3 3
1 2
2 3
3 1
","CYCLE
","3 4
1 2
1 2
1 3
2 3
","1,2,3
","3 1
2 3
","1,2,3
","4 0
","1,2,3,4
","2 1
2 2
","CYCLE
","6 6
1 2
1 3
2 4
3 4
4 5
5 6
","1,2,3,4,5,6
","4 4
1 2
2 3
3 4
1 3
","1,2,3,4
"
"P-009-5","Task Unlock List — Report order or IMPOSSIBLE","Platinum","Scheduling","There are N tasks (1..N). A line a b means task a unlocks task b (a must be done before b). Decide whether all tasks can be unlocked. If yes, print the unique deterministic order defined by always picking the smallest-numbered currently unlocked task. Ignore duplicate unlock lines; any self-unlock (a -> a) prevents completion.","If all tasks can be completed print their numbers in order separated by single spaces following the smallest-first tie rule. If not, print IMPOSSIBLE. Duplicate edges are ignored; self-loops make completion impossible.","Line 1: N M
Next M lines: a b each meaning a before b.","1 ≤ N ≤ 300000, 0 ≤ M ≤ 300000, 1 ≤ a,b ≤ N. Should run in O(N+M).","5 4
1 2
1 3
3 4
2 5
","1 2 3 4 5
","5 4
1 2
1 3
3 4
2 5
","1 2 3 4 5
","3 3
1 2
2 3
3 1
","IMPOSSIBLE
","4 5
1 2
1 2
2 3
1 3
3 4
","1 2 3 4
","3 1
2 3
","1 2 3
","4 0
","1 2 3 4
","1 0
","1
","3 3
1 1
1 2
2 3
","IMPOSSIBLE
","6 6
1 2
2 4
1 3
3 5
4 6
5 6
","1 2 3 4 5 6
"
"P-010-1","Rival Teams","Platinum","Graphs","You have N people and some pairs are rivals. Every rivalry means the two people must be on opposing teams. A valid assignment gives each person either Team A or Team B. If a person has no rivals they may be on either team.","Decide whether a valid A/B assignment exists. If impossible print NO. If possible, produce one valid assignment using this deterministic rule: iterate vertices 1..N; when you find an unassigned vertex, start a BFS/DFS from that vertex (visit neighbours in increasing index order) and assign that starting vertex to Team A, propagating the opposite label along edges. Output NO or, if possible, first line YES and second line N tokens 'A' or 'B' (space-separated) giving the team for persons 1..N.","Line 1: two integers N M. Next M lines: two integers u v representing an undirected rivalry edge between u and v.","1 ≤ N ≤ 200000, 0 ≤ M ≤ 200000, N+M ≤ 300000. Vertex indices 1..N. No more than two-team constraints; self-loop (u=u) means impossible because a vertex cannot be opposite itself.","4 2
1 2
3 4
","YES
A B A B
","4 2
1 2
3 4
","YES
A B A B
","1 0
","YES
A
","3 3
1 2
2 1
2 3
","YES
A B A
","3 1
2 2
","NO
","5 4
1 2
2 3
3 1
4 5
","NO
","4 0
","YES
A A A A
","6 5
1 2
2 3
3 4
4 1
5 6
","YES
A B A B A B
","5 4
3 4
1 2
2 3
4 5
","YES
A B A B A
"
"P-010-2","Same or Different Statements","Platinum","Logic","You hear statements that two people are the same or different type. Each statement compares two people and claims either SAME or DIFFERENT. You must assign binary labels 0/1 to each person so all statements hold.","Decide if the statements are consistent. If inconsistent print CONTRADICTION. Otherwise print a single line with N integers (0 or 1) for persons 1..N. Use this deterministic tie-breaker: scan vertices 1..N, when encountering an unlabelled vertex assign it label 0 and propagate constraints, visiting neighbors in increasing index order.","Line 1: two integers N M. Next M lines: three integers u v t where t=0 means u and v must have the same label, and t=1 means they must have different labels.","1 ≤ N ≤ 200000, 0 ≤ M ≤ 200000, N+M ≤ 300000. Vertex indices 1..N. Self-loop with t=1 is a contradiction; t=0 self-loop is allowed and means that vertex equals itself.","4 3
1 2 0
2 3 1
4 4 0
","0 0 1 0
","4 3
1 2 0
2 3 1
4 4 0
","0 0 1 0
","1 1
1 1 1
","CONTRADICTION
","5 0
","0 0 0 0 0
","3 3
1 2 0
2 3 0
1 3 1
","CONTRADICTION
","4 2
3 4 1
1 2 1
","0 1 0 1
","2 2
1 2 0
1 2 1
","CONTRADICTION
","6 5
1 2 1
2 3 1
3 4 0
4 5 1
5 6 1
","0 1 0 0 1 0
","3 2
2 2 0
2 3 1
","0 0 1
"
"P-010-3","Two-Shift Schedule","Platinum","Scheduling","Employees must be assigned to Day or Night shift. Some pairs cannot work the same shift and therefore must be assigned to opposite shifts. Employees without restrictions can be on either shift.","If a valid Day/Night assignment exists, output the number K of employees assigned to Day on the first line and on the second line the K indices in ascending order. If no valid assignment exists print NO. Tie-breaker: iterate vertices 1..N, when a vertex is unassigned start a BFS from it (visit neighbors in increasing index order) assigning that vertex to Day and propagating Night/Day on edges.","Line 1: two integers N M. Next M lines: two integers u v meaning u and v must be on opposite shifts.","1 ≤ N ≤ 200000, 0 ≤ M ≤ 200000, N+M ≤ 300000. Vertex indices 1..N. Self-loop (u=u) disallows a valid assignment.","4 2
1 2
3 4
","2
1 3
","4 2
1 2
3 4
","2
1 3
","1 0
","1
1
","3 3
1 2
2 3
3 1
","NO
","5 1
2 1
","4
1 3 4 5
","4 0
","4
1 2 3 4
","2 1
2 2
","NO
","4 4
1 2
2 3
3 4
4 1
","2
1 3
","6 5
4 1
1 2
2 3
4 3
5 6
","3
1 3 5
"
"P-010-4","Alternating Components","Platinum","Components","Given an undirected graph where every edge insists the endpoints have opposite parity, each connected component can be split into two color classes. For each component we want the counts of the two classes.","If the graph is not bipartite (an edge forces a node to be opposite itself), print Not bipartite. Otherwise output the number C of connected components on the first line, then C lines each containing two integers a b: the count of vertices labeled 0 then 1 for that component. Use this deterministic tie-breaker: process vertices in increasing index order, when starting a component assign its smallest vertex label 0 and visit neighbours in increasing index order. List components in the output in order of their smallest vertex (increasing).","Line 1: two integers N M. Next M lines: two integers u v representing an undirected edge that requires opposite labels.","1 ≤ N ≤ 200000, 0 ≤ M ≤ 200000, N+M ≤ 300000. Vertex indices 1..N. Self-loop implies Not bipartite.","5 3
1 2
2 3
4 5
","2
2 1
1 1
","5 3
1 2
2 3
4 5
","2
2 1
1 1
","1 0
","1
1 0
","3 3
1 2
2 3
3 1
","Not bipartite
","4 2
2 1
1 2
","3
1 1
1 0
1 0
","4 0
","4
1 0
1 0
1 0
1 0
","3 1
2 2
","Not bipartite
","6 5
1 2
2 3
3 4
4 1
5 6
","2
2 2
1 1
","5 4
3 4
1 2
2 3
4 5
","1
3 2
"
"P-010-5","Relationship Queries","Platinum","Queries","You are given same/different constraints between people. First check consistency; if consistent, produce a deterministic 0/1 labeling (scan vertices 1..N, start each unlabelled vertex with 0, traverse neighbours in increasing order). Then answer queries asking if two people ended up the same or different.","Input N, M, Q. Next M lines: u v t (t=0 same, t=1 different). Next Q lines: u v queries. If constraints are inconsistent print INCONSISTENT and nothing else. Otherwise, after assigning labels by the deterministic rule, print Q lines each either SAME or DIFFERENT indicating whether the queried pair have equal labels.","Line 1: three integers N M Q. Next M lines: u v t as described. Next Q lines: u v queries.","1 ≤ N ≤ 200000, 0 ≤ M,Q ≤ 200000, N+M+Q ≤ 300000. Vertex indices 1..N. Self-loop with t=1 is inconsistent; t=0 self-loop is allowed.","4 2 3
1 2 1
2 3 0
1 3
1 2
4 4
","DIFFERENT
DIFFERENT
SAME
","4 2 3
1 2 1
2 3 0
1 3
1 2
4 4
","DIFFERENT
DIFFERENT
SAME
","1 1 1
1 1 1
1 1
","INCONSISTENT
","3 0 2
1 2
2 3
","SAME
SAME
","3 3 3
1 2 1
2 1 1
2 3 0
1 3
2 3
1 2
","DIFFERENT
SAME
DIFFERENT
","3 3 1
1 2 1
2 3 1
1 3 1
1 2
","INCONSISTENT
","6 4 3
4 1 1
1 2 0
2 3 1
5 6 1
4 3
1 4
5 6
","SAME
DIFFERENT
DIFFERENT
","5 2 3
1 2 1
3 4 0
1 3
2 4
5 5
","SAME
DIFFERENT
SAME
","3 2 2
2 2 0
2 3 1
1 3
2 2
","DIFFERENT
SAME
"
"P-011-1","Teleport, Step, or Double","Platinum","Number BFS","You stand on an integer position on a number line between 0 and 300000. From a value x you may move to x-1, x+1, or teleport to x*2 (staying inside the 0..300000 interval). Each move costs 1. The state-space (values) is implicit: you generate neighbours by those three rules.","Given start N and target K (0 ≤ N,K ≤ 300000), find the minimum number of moves to reach K from N. If N == K output 0. (There is always a path under these rules.)","Line 1: two integers N K","0 ≤ N,K ≤ 300000. Allowed moves: x-1, x+1, x*2 (result must remain within 0..300000). Time limit expects O(range) BFS.","5 17
","4
","5 17
","4
","0 0
","0
","300000 0
","300000
","10 11
","1
","7 7
","0
","2 3
","1
","4 6
","2
","9 1
","8
"
"P-011-2","Reverse-and-Step Relay","Platinum","Number BFS","You have integers between 0 and 300000. From x you may go to x-1, x+1, or to rev(x) where rev(x) is the decimal reversal of x (leading zeros are dropped, e.g. rev(120)=21). Each move costs 1.","Given start N and target K (0 ≤ N,K ≤ 300000), compute the minimum number of moves to reach K from N. If N==K output 0. (If multiple ways exist, just output the distance.)","Line 1: two integers N K","0 ≤ N,K ≤ 300000. Moves: x-1, x+1, rev(x) (results must be within 0..300000). Use BFS over the implicit graph.","12 21
","1
","12 21
","1
","0 1
","1
","100000 1
","1
","10 1
","1
","120 21
","1
","1 0
","1
","2 202
","200
","199 991
","1
"
"P-011-3","Add, Subtract, or Double (parameterized)","Platinum","Parameterized BFS","You manipulate integers in 0..300000. From x you can: add A (x+A), subtract B (x-B, allowed only if result ≥ 0), or double (x*2). Each operation costs 1. A and B are nonnegative integers provided in the input; subtraction by 0 is allowed (it produces the same state).","Given N, K, A, B find the minimum moves to reach K from N using those operations inside the 0..300000 interval. If K is unreachable output -1. If N==K output 0.","Line 1: four integers N K A B","0 ≤ N,K ≤ 300000. 0 ≤ A,B ≤ 300000. Allowed moves: x+A, x-B (only if ≥0), x*2 (only if ≤300000). Answer must be the minimum number of unit-cost moves or -1 if unreachable.","4 7 3 1
","1
","4 7 3 1
","1
","5 5 4 2
","0
","2 3 4 2
","-1
","2 6 2 2
","2
","10 11 1 0
","1
","1 16 3 5
","4
","20 5 7 5
","3
","3 12 4 1
","2
"
"P-011-4","Tripling with Path Output (lexicographic tiebreak)","Platinum","Path reconstruction","You have values in 0..300000. From x you may move to x-1, x+1, or x*3 (result must stay within bounds). All moves cost 1. Besides the minimal moves count, we also want an actual shortest sequence of states starting with N and ending with K.","Given N and K (0 ≤ N,K ≤ 300000) output two lines: Line 1 is the minimum number of moves to go from N to K. Line 2 is one sequence of states (space-separated integers) of that minimum length, starting at N and ending at K. If multiple shortest sequences exist, output the lexicographically smallest sequence (compare sequences element-by-element). If N==K, output 0 and a single-number line with N.","Line 1: two integers N K","0 ≤ N,K ≤ 300000. Moves: x-1, x+1, x*3 (results must be within 0..300000). Use BFS to find distances and reconstruct a path; among all shortest paths choose the lexicographically smallest sequence.","2 7
","2
2 6 7
","2 7
","2
2 6 7
","5 5
","0
5
","2 8
","3
2 3 9 8
","100000 100000
","0
100000
","0 1
","1
0 1
","6 2
","4
6 5 4 3 2
","3 10
","2
3 9 10
","2 6
","1
2 6
"
"P-011-5","Parity Machine","Platinum","Deterministic transitions","You work on integers 0..300000 with a deterministic, parity-dependent rule: if x is even, you must replace x with x/2; if x is odd, you must replace x with x+5. There is exactly one possible move from any x (it must stay in bounds). Each move costs 1. Because every state has one successor inside 0..300000, the state evolution is a deterministic sequence (it may enter a cycle).","Given N and K (0 ≤ N,K ≤ 300000) find the minimum number of moves to reach K from N following the deterministic rule. If K is never reached (sequence enters a cycle without hitting K) output -1. If N==K output 0.","Line 1: two integers N K","0 ≤ N,K ≤ 300000. Transition: if x is even -> x/2; else -> x+5 (result must be within 0..300000; if a step would go outside, it is not allowed and the process stops — treat as unreachable). Because the rule is deterministic there is at most one path; detect cycles or out-of-bounds and report -1 if K is not reached.","3 1
","4
","3 1
","4
","0 0
","0
","0 1
","-1
","1 1
","0
","7 1
","7
","100 1
","-1
","2 1
","1
","9 3
","5
"
"P-012-1","Midnight Heist","Platinum","Robbery","You are a thief in a straight street of houses. Each house has an integer amount of loot (can be positive, zero, or negative meaning a cost). You may rob any subset of houses but never two adjacent ones (robbing neighboring houses alerts the police). You may also choose to rob none.","Compute the maximum total loot you can obtain. If every choice would reduce your loot, you may choose to rob nobody and get 0. Output a single integer: the maximum achievable total.","Line 1: n (number of houses)
Line 2: n space-separated integers a1..an (loot values)","1 ≤ n ≤ 300000. Each ai is an integer with |ai| ≤ 10^9. Required time O(n), memory O(1) extra preferred.","5
2 7 9 3 1
","12
","5
2 7 9 3 1
","12
","1
5
","5
","4
-1 -2 -3 -4
","0
","5
0 -1 0 -2 0
","0
","6
5 5 5 5 5 5
","15
","7
4 -1 5 -2 3 0 6
","18
","8
100 -100 100 -100 100 -100 100 -100
","400
","3
-5 0 -2
","0
"
"P-012-2","Sunflower Harvest","Platinum","Farming","A row of sunflower plots each yields an integer amount of seeds (can be negative meaning tending cost). You can harvest any nonadjacent plots. Unlike skipping completely, you must harvest at least one plot (the farm contract requires some output). If all plots reduce profit, you still must choose the single plot with the highest value (least loss).","Compute the maximum total seeds obtainable by selecting a nonadjacent subset of plots with the constraint you must select at least one plot. Output the maximum total as a single integer.","Line 1: n (number of plots)
Line 2: n space-separated integers v1..vn (yield values)","1 ≤ n ≤ 300000. Each vi is an integer with |vi| ≤ 10^9. Expected O(n) time and O(1) extra memory.","5
3 2 5 10 7
","15
","5
3 2 5 10 7
","15
","1
-3
","-3
","4
0 0 0 0
","0
","4
5 5 5 5
","10
","6
-1 6 0 6 -2 6
","18
","5
-2 -3 -1 -4 -5
","-1
","7
2 1 4 9 2 5 1
","16
","3
-1 0 -2
","0
"
"P-012-3","Prize Stalls","Platinum","Casino","Along a row of stalls are prizes with integer values (can be negative). You can claim prizes from nonadjacent stalls. You are allowed to claim none (yield 0). Among all ways that achieve the maximum total prize value, you want the fewest stalls claimed (smaller teams are cheaper).","Output two integers: the maximum total prize, and the minimal number of stalls required to achieve that maximum. If the best choice is to claim none, the output should be ""0 0"".","Line 1: n (number of stalls)
Line 2: n space-separated integers p1..pn (prize values)","1 ≤ n ≤ 300000. Each pi is integer with |pi| ≤ 10^9. Expected O(n) time and O(1) extra memory.","5
2 7 9 3 1
","12 3
","5
2 7 9 3 1
","12 3
","1
10
","10 1
","4
5 5 5 5
","10 2
","6
5 0 5 0 5 0
","15 3
","3
-1 -2 -3
","0 0
","5
4 4 4 0 8
","16 3
","5
0 0 0 0 0
","0 0
","7
1 2 3 4 5 6 7
","16 4
"
"P-012-4","Buffer Allocation","Platinum","Systems","A line of memory slots each has an integer benefit if allocated (negative means it costs more than it helps). You may allocate slots but never two adjacent ones. Additionally, you are only allowed to allocate slots with nonnegative benefit (zeros or positives). If there are no nonnegative slots at all, allocation is impossible.","If at least one slot is nonnegative, compute the maximum total benefit achievable by selecting nonadjacent slots among only nonnegative slots, and print that integer. If no slot is nonnegative, print IMPOSSIBLE (all caps).","Line 1: n (number of slots)
Line 2: n space-separated integers b1..bn (benefits)","1 ≤ n ≤ 300000. Each bi is integer with |bi| ≤ 10^9. Expect O(n) time and O(1) extra memory.","5
1 2 3 4 5
","9
","5
1 2 3 4 5
","9
","1
-1
","IMPOSSIBLE
","4
0 0 0 0
","0
","6
-1 7 -2 8 -3 9
","24
","3
-5 0 -2
","0
","7
10 -1 -1 10 -1 10 -1
","30
","6
5 -1 5 -1 5 -1
","15
","5
-2 -3 -4 0 -5
","0
"
