"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output"
"B-008-3","Count the Freezing Readings","Bronze","Loops","A reading is below freezing when it is strictly less than zero. Exactly 0.0 degrees is not below zero and so is not counted. Readings are decimal values, so -0.1 counts even though it is only just negative.","Read N Celsius temperature readings and print how many of them are below 0.","Line 1: N.
Line 2: N space-separated decimal numbers.","N: 1-100
readings: -100.0 to 100.0, given with one decimal place","5
-3.5 0.0 12.1 -0.2 7.8","2","5
-3.5 0.0 12.1 -0.2 7.8","2","1
0.0","0","1
-0.1","1","4
1.0 2.0 3.0 4.0","0","4
-1.0 -2.0 -3.0 -4.0","4","6
0.0 0.0 0.0 0.0 0.0 0.0","0","8
-100.0 100.0 -0.1 0.1 -50.5 50.5 0.0 -0.0","3","3
-99.9 -0.5 0.5","2"
"B-008-4","Count the Divisible Codes","Bronze","Loops","A code is divisible by K when dividing it by K leaves a remainder of exactly zero. Zero itself is divisible by every K. Only the count is reported, not the codes.","Read N product codes and print how many are divisible by K.","Line 1: N, K (space-separated).
Line 2: N space-separated integers.","N: 1-100
K: 1-1000
codes: -10000 to 10000","6 5
5 12 25 30 7 0","4","6 5
5 12 25 30 7 0","4","1 1
999","1","1 3
7","0","4 2
1 3 5 7","0","4 2
2 4 6 8","4","6 7
-7 -14 7 14 0 1","5","8 1000
1000 2000 -1000 999 1001 0 500 10000","5","3 9
9 18 27","3"
"B-008-5","Count the Capitals","Bronze","Strings","An uppercase letter is one of the 26 characters A through Z. Digits, punctuation, spaces and lowercase letters all fail the test. The string may mix any of these together.","Read a line of text and print how many characters are uppercase English letters (A-Z).","Line 1: the string S.","length of S: 1-100
S may contain letters, digits, spaces and symbols","Hello World 123!","2","Hello World 123!","2","a","0","A","1","abcdef","0","ABCDEF","6","1234567890","0","aA bB cC dD eE fF","6","!@#$%^&*()","0"
"B-009-1","Positive Odd-Position Sum","Bronze","Loops","Two filters apply at once: the element must sit at an odd position (positions start at 1) and it must be strictly positive. An element failing either test contributes nothing. If no element passes both, the total is 0.","Read N integers and print the sum of all positive elements located at odd positions (1-based). If no element qualifies, print 0.","Line 1: N.
Line 2: N space-separated integers.","N: 1-100
positions are 1-based
values: -10000 to 10000","5
4 -2 -7 8 9","13","5
4 -2 -7 8 9","13","1
-5","0","1
5","5","4
-1 -2 -3 -4","0","4
1 2 3 4","4","6
0 0 0 0 0 0","0","8
10 -10 20 -20 30 -30 40 -40","100","7
-1 100 -1 100 -1 100 -1","0"
"B-009-2","Every Third Bit","Bronze","Loops","Only the bits sitting at positions 3, 6, 9 and so on are examined; positions start at 1. Their product is 1 only when every one of them is 1, because a single 0 drags the product to 0. If the sequence is too short to have any such position, the answer is 1, the multiplicative identity.","Read N bits and compute the product of all bits at positions that are multiples of 3. Print 1 if that product equals 1, otherwise 0. If no such position exists, print 1.","Line 1: N.
Line 2: N space-separated bits, each 0 or 1.","N: 1-100
positions are 1-based
bits: 0 or 1","7
1 0 1 1 0 1 0","1","7
1 0 1 1 0 1 0","1","1
0","1","2
1 1","1","3
1 1 0","0","3
0 0 1","1","6
1 1 1 1 1 1","1","9
0 0 1 0 0 1 0 0 0","0","8
1 1 1 1 1 1 1 1","1"
"B-009-3","Digit Sums of Multiples","Bronze","Loops","Only numbers divisible by K are considered. For each of those, its decimal digits are added up: the digit sum of 45 is 4 + 5 = 9. All those digit sums are then totalled. Zero is divisible by every K and has a digit sum of 0.","Read N integers and print the total of the decimal digit-sums of every element divisible by K. If no element is divisible by K, print 0.","Line 1: N, K (space-separated).
Line 2: N space-separated integers.","N: 1-100
K: 1-10
values: 0-1000000","5 3
12 45 7 99 100","30","5 3
12 45 7 99 100","30","1 1
0","0","1 5
7","0","4 2
1 3 5 7","0","4 2
2 4 6 8","20","6 10
10 20 30 40 50 60","21","8 7
7 14 21 28 35 42 49 50","52","3 1
1000000 999999 1","56"
"B-009-4","Within Tolerance","Bronze","Loops","An element is within tolerance when its distance from zero is at most T, meaning both x and -x are compared against the same bound. The boundary is included, so a value of exactly T or exactly -T qualifies. Both how many qualified and their total are reported.","Read N integers and count how many satisfy |value| <= T, also computing the sum of those values. Print the count and the sum separated by a space. If none qualify, print '0 0'.","Line 1: N, T (space-separated).
Line 2: N space-separated integers.","N: 1-100
T: 0-1000000
values: -1000000 to 1000000","5 10
3 -12 10 -10 25","3 3","5 10
3 -12 10 -10 25","3 3","1 0
0","1 0","1 0
1","0 0","4 5
-6 -7 -8 -9","0 0","4 5
5 -5 5 -5","4 0","6 1000000
1000000 -1000000 0 1 -1 500","6 500","8 3
0 1 2 3 4 -1 -2 -3","7 0","3 2
-3 3 2","1 2"
"B-009-5","Heads and Even","Bronze","Loops","Each coin carries both a value and a face label, H for heads or T for tails. A coin counts only if it is showing heads AND its value is an even number; failing either condition excludes it. Zero is even, so a heads coin worth 0 qualifies but adds nothing.","Read N coin values and a label string of H and T characters. Print the sum of values for coins labelled 'H' whose value is even. If no coin matches, print 0.","Line 1: N.
Line 2: N space-separated non-negative integers.
Line 3: a string of N characters, each 'H' or 'T'.","N: 1-100
values: 0-1000000
label string length equals N","5
4 7 10 3 6
HTHHT","14","5
4 7 10 3 6
HTHHT","14","1
0
H","0","1
2
T","0","4
1 3 5 7
HHHH","0","4
2 4 6 8
TTTT","0","6
1000000 999999 0 2 4 6
HHHHHH","1000012","8
1 2 3 4 5 6 7 8
HTHTHTHT","0","3
5 5 5
HHH","0"
"B-010-1","Find the Target","Bronze","Arrays","A linear scan walks the array from left to right and stops at the very first item that matches. Later matches are irrelevant once one has been found. Positions are counted starting at 1, and a missing target is reported as -1.","Read N integers and a target T. Print the 1-based index of the first element equal to T, or -1 if T does not appear.","Line 1: N, T (space-separated).
Line 2: N space-separated integers.","N: 1-100
T: -10000 to 10000
values: -10000 to 10000","5 7
3 7 1 7 9","2","5 7
3 7 1 7 9","2","1 5
5","1","1 5
6","-1","4 0
1 2 3 4","-1","4 4
4 4 4 4","1","6 -3
1 -3 2 -3 3 -3","2","8 8
1 2 3 4 5 6 7 8","8","3 10000
-10000 0 10000","3"
"B-010-2","First Tall Person","Bronze","Arrays","The queue is scanned from the front backwards, stopping at the first person strictly taller than H; someone exactly H tall does not qualify. Positions start at 0, so the person at the front is at position 0. If nobody is tall enough the word NONE is printed instead.","Read N heights in queue order (front to back) and a threshold H. Print the 0-based position of the first person strictly taller than H, or NONE if nobody qualifies.","Line 1: N, H (space-separated).
Line 2: N space-separated integers.","N: 1-100
positions are 0-based
H and heights: 1-300","5 170
165 180 172 190 160","1","5 170
165 180 172 190 160","1","1 100
100","NONE","1 100
101","0","4 300
100 150 200 250","NONE","4 1
2 3 4 5","0","6 175
175 175 175 175 175 176","5","8 150
300 1 300 1 300 1 1 1","0","3 200
199 200 201","2"
"B-010-3","Locate the Product Class","Bronze","Arrays","The shelf is read from left to right and the first position whose category matches the request is reported. Positions start at 1, which frees up 0 to mean 'not found anywhere on the shelf'.","Read N product category IDs along a shelf and a requested class C. Print the 1-based position of the first product whose category equals C, or 0 if no product matches.","Line 1: N, C (space-separated).
Line 2: N space-separated integers.","N: 1-100
C and category IDs: 1-1000","6 4
2 9 4 4 7 1","3","6 4
2 9 4 4 7 1","3","1 3
3","1","1 3
4","0","4 5
1 2 3 4","0","4 1
1 1 1 1","1","6 1000
1 2 3 4 5 1000","6","8 2
2 2 2 2 2 2 2 2","1","3 7
1 7 7","2"
"B-010-4","First Passing Grade","Bronze","Arrays","Scores are read oldest to newest and the search stops at the first one that reaches the pass mark. 'At least P' includes P itself, so a score exactly equal to the pass mark counts as a pass. If the mark is never reached, the word NO is printed.","Read N exam scores in chronological order and a passing mark P. Print the 1-based index of the first score that is at least P, or NO if the mark is never reached.","Line 1: N, P (space-separated).
Line 2: N space-separated integers.","N: 1-100
P and scores: 0-100","5 60
45 50 72 40 88","3","5 60
45 50 72 40 88","3","1 50
50","1","1 50
49","NO","4 100
97 98 99 100","4","4 0
0 0 0 0","1","6 75
74 74 74 74 74 74","NO","8 60
100 0 100 0 100 0 0 0","1","3 1
0 0 1","3"
"B-010-5","First Upward Move","Bronze","Arrays","Neighbouring days are compared in pairs, looking for the first time the price goes strictly up from one day to the next. Equal prices do not count as an increase. The answer is the 1-based index of the earlier day in that pair, or -1 when prices never rise.","Read N daily stock prices in time order. Print the 1-based index i of the earliest adjacent pair where price[i] < price[i+1], or -1 if no such pair exists.","Line 1: N.
Line 2: N space-separated integers.","N: 1-100
prices: 0-100000","5
9 8 8 12 3","3","5
9 8 8 12 3","3","1
5","-1","2
1 2","1","2
2 1","-1","4
4 3 2 1","-1","4
1 1 1 1","-1","8
5 5 5 5 5 5 5 6","7","6
100000 0 100000 0 100000 0","2"
"B-011-1","Is It Sorted","Bronze","Arrays","A sequence is nondecreasing when every element is less than or equal to the one after it, so it never steps downward. Equal neighbours are allowed, meaning [2, 2, 5] is nondecreasing. A single element is trivially nondecreasing since there are no pairs to compare.","Read N integers and print YES if the sequence is nondecreasing, otherwise NO.","Line 1: N.
Line 2: N space-separated integers.","N: 1-100
values: -10000 to 10000","5
1 3 3 7 9","YES","5
1 3 3 7 9","YES","1
5","YES","2
2 1","NO","2
1 2","YES","4
4 4 4 4","YES","6
1 2 3 4 5 0","NO","8
-10000 -1 0 1 2 3 4 10000","YES","3
0 -1 0","NO"
"B-011-2","Smooth Enough","Bronze","Arrays","The gap between two neighbours is the absolute difference between them, so direction does not matter: the gap between 5 and 9 is the same as between 9 and 5. The sequence passes only if every single adjacent gap is at most K. One bad gap is enough to fail.","Read N integers and a limit K. Print YES if every adjacent pair differs by at most K in absolute value, otherwise NO.","Line 1: N, K (space-separated).
Line 2: N space-separated integers.","N: 1-100
K: 0-20000
values: -10000 to 10000","5 3
4 6 5 8 7","YES","5 3
4 6 5 8 7","YES","1 0
99","YES","2 0
5 5","YES","2 0
5 6","NO","4 1
1 2 3 5","NO","6 20000
-10000 10000 -10000 10000 0 0","YES","8 2
1 3 5 7 9 11 13 15","YES","3 4
0 4 9","NO"
"B-011-3","Perfect Alternation","Bronze","Strings","A binary string alternates strictly when no two neighbouring characters are the same, producing patterns like 0101 or 1010. Any place where two identical bits sit side by side breaks the pattern. A single-character string alternates trivially.","Read a binary string and print YES if no two adjacent characters are equal, otherwise NO.","Line 1: the binary string S (characters 0 and 1 only).","length of S: 1-100","010101","YES","010101","YES","0","YES","00","NO","01","YES","1010101010","YES","0101101010","NO","1111111111","NO","10101010101010101011","NO"
"B-011-4","Find a Close Pair","Bronze","Arrays","Neighbouring heights are compared in pairs, looking for one whose absolute difference is at most D. The boundary counts, so a difference of exactly D qualifies. When several pairs qualify, report the earliest one; the index printed is that of the left member of the pair.","Read N heights and a limit D. Print the smallest 1-based index i such that |h[i+1] - h[i]| <= D, or -1 if no adjacent pair is that close.","Line 1: N, D (space-separated).
Line 2: N space-separated integers.","N: 1-100
D: 0-20000
heights: -10000 to 10000","5 2
10 20 21 40 60","2","5 2
10 20 21 40 60","2","1 5
7","-1","2 0
3 3","1","2 0
3 4","-1","4 1
10 20 30 40","-1","6 0
1 2 3 4 5 5","5","8 100
1 2 3 4 5 6 7 8","1","3 3
0 10 7","2"
"B-011-5","No Repeats Side by Side","Bronze","Strings","The list is checked for two identical words sitting next to each other. A word may appear many times overall without breaking the rule, as long as its copies are never adjacent. If a violation exists, the 1-based index of the first (left) word of that pair is reported.","Read N words and verify that no two neighbouring words are equal. Print OK if the property holds, otherwise print the 1-based index i of the first position where w[i] equals w[i+1].","Line 1: N.
Line 2: N space-separated words.","N: 1-100
words: 1-20 lowercase letters","5
red blue blue green red","2","5
red blue blue green red","2","1
solo","OK","2
same same","1","2
this that","OK","4
a b a b","OK","6
x y z z y x","3","8
cat dog cat dog cat dog cat cat","7","3
up up up","1"
"B-012-1","Best Two-Day Haul","Bronze","Arrays","Only pairs of days that sit next to each other are considered, never days further apart. Each pair's earnings are added together and the largest such total wins. Earnings can be negative, so the best total may still be a negative number.","Read N daily earnings in order and print the maximum sum of any two consecutive days.","Line 1: N.
Line 2: N space-separated integers.","N: 2-100
earnings: -1000000 to 1000000","5
3 -1 4 8 -2","12","5
3 -1 4 8 -2","12","2
1 2","3","2
-5 -5","-10","4
-1 -2 -3 -4","-3","4
-4 -3 -2 -1","-3","6
1000000 1000000 -1000000 0 0 0","2000000","8
5 5 5 5 5 5 5 5","10","3
-1000000 -1000000 -1000000","-2000000"
"B-012-2","Steadiest Moment","Bronze","Arrays","Every neighbouring pair of readings has a gap, measured as an absolute difference so it is never negative. The smallest such gap marks the steadiest moment. If several pairs share that same smallest gap, the earliest one wins, and its left index is reported.","Read N temperature readings. Print the minimum absolute difference between adjacent readings, followed by the 1-based left index of the first pair achieving it, separated by a space.","Line 1: N.
Line 2: N space-separated integers.","N: 2-100
readings: -1000000 to 1000000","5
10 14 15 30 31","1 2","5
10 14 15 30 31","1 2","2
5 5","0 1","2
-1000000 1000000","2000000 1","4
1 2 3 4","1 1","4
10 0 10 0","10 1","6
5 5 9 9 1 1","0 1","8
0 3 6 9 12 15 18 19","1 7","3
-5 -5 -5","0 1"
"B-012-3","Strongest Adjacent Product","Bronze","Arrays","Each neighbouring pair of troop strengths is multiplied together and the largest product wins. Watch the signs: two negative numbers multiply to a positive, so a pair of large negatives can beat a pair of small positives. Products may be much larger than the inputs themselves.","Read N troop strengths along a line and print the largest product of any two adjacent strengths.","Line 1: N.
Line 2: N space-separated integers.","N: 2-100
strengths: -100000 to 100000","5
2 3 -4 -5 1","20","5
2 3 -4 -5 1","20","2
0 0","0","2
-7 6","-42","4
1 2 3 4","12","4
-1 -2 -3 -4","12","6
100000 100000 0 1 1 1","10000000000","8
-100000 -100000 1 1 1 1 1 1","10000000000","3
-3 0 -3","0"
"B-012-4","Busiest Adjacent Window","Bronze","Arrays","Neighbouring timestamps are summed and the pair with the largest total is located. What gets reported is not the sum itself but the two positions involved, left one first, counted from 1. Ties are broken by choosing the pair with the smaller left index.","Read N timestamps in chronological order. Find the adjacent pair with the largest sum and print its two 1-based indices (left then right), separated by a space. If several pairs tie, choose the earliest left index.","Line 1: N.
Line 2: N space-separated integers.","N: 2-100
timestamps: -1000000 to 1000000","5
4 9 2 11 1","1 2","5
4 9 2 11 1","1 2","2
1 2","1 2","2
-5 -5","1 2","4
1 1 1 1","1 2","4
1 2 3 4","3 4","6
-1000000 -1000000 0 0 -1 -1","3 4","8
5 5 5 5 5 5 5 5","1 2","3
1000000 0 1000000","1 2"
"B-012-5","Closest to Cancelling Out","Bronze","Arrays","Two neighbouring voltages cancel out when they add to zero, so the pair whose sum is nearest to zero is wanted. The measure is the absolute value of the sum, meaning -2 and +2 are equally close. The two actual readings are printed, not their positions.","Read N sensor voltage readings. Find the adjacent pair whose values have the smallest absolute sum and print those two values (left then right), separated by a space. If several pairs tie, choose the earliest left index.","Line 1: N.
Line 2: N space-separated integers.","N: 2-100
readings: -1000000 to 1000000","5
7 -6 3 -3 8","3 -3","5
7 -6 3 -3 8","3 -3","2
1 -1","1 -1","2
4 4","4 4","4
5 -5 5 -5","5 -5","4
1 2 3 4","1 2","6
-1000000 1000000 2 -1 0 0","-1000000 1000000","8
9 9 9 9 9 9 9 -9","9 -9","3
-2 2 -2","-2 2"
"B-013-1","Digit Census","Bronze","Counting","A tally counts how many times each possible value shows up. Here all ten digits 0 through 9 are always reported in that fixed order, even the ones that never appear, which get a count of 0. The string '112' produces the tally 0 2 1 0 0 0 0 0 0 0.","Read a string of decimal digits and print ten integers: how many times each digit 0 through 9 appears, in that exact order.","Line 1: the string S (characters 0-9 only).","length of S: 1-100","112","0 2 1 0 0 0 0 0 0 0","112","0 2 1 0 0 0 0 0 0 0","0","1 0 0 0 0 0 0 0 0 0","9","0 0 0 0 0 0 0 0 0 1","0123456789","1 1 1 1 1 1 1 1 1 1","1111111111","0 10 0 0 0 0 0 0 0 0","9876543210","1 1 1 1 1 1 1 1 1 1","5005005005","6 0 0 0 0 4 0 0 0 0","0000011111","5 5 0 0 0 0 0 0 0 0"
"B-013-2","Letter Census","Bronze","Counting","Every one of the 26 letters from a to z is reported in alphabetical order, including letters that never occur, which score 0. The output therefore always contains exactly 26 numbers no matter how short the input is.","Read a string of N lowercase letters and print 26 integers: the count of each letter from 'a' to 'z' in alphabetical order.","Line 1: N.
Line 2: a string of exactly N lowercase letters.","N: 1-100","5
abaca","3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","5
abaca","3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","1
a","1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","1
z","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1","26
abcdefghijklmnopqrstuvwxyz","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","10
zzzzzzzzzz","0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10","6
aabbcc","2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","9
byteblitz","0 2 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 1","12
mississippii","0 0 0 0 0 0 0 0 5 0 0 0 1 0 0 2 0 0 4 0 0 0 0 0 0 0"
"B-013-3","Colour Census","Bronze","Counting","The six colours are always reported in the fixed order red, orange, yellow, green, blue, purple, regardless of the order they appear in the input. Colours that never appear still get printed with a count of 0.","Read N colour names and print six integers: the count of each colour in the fixed order red, orange, yellow, green, blue, purple.","Line 1: N.
Line 2: N space-separated colour names.","N: 1-100
colours are always one of: red, orange, yellow, green, blue, purple","5
red blue red green blue","2 0 0 1 2 0","5
red blue red green blue","2 0 0 1 2 0","1
purple","0 0 0 0 0 1","1
red","1 0 0 0 0 0","6
red orange yellow green blue purple","1 1 1 1 1 1","4
yellow yellow yellow yellow","0 0 4 0 0 0","8
blue blue blue red red purple orange orange","2 2 0 0 3 1","3
green green green","0 0 0 3 0 0","7
purple blue green yellow orange red purple","1 1 1 1 1 2"
"B-013-4","Weekday Census","Bronze","Counting","The seven weekdays are always reported starting with Monday and ending with Sunday, no matter what order they arrived in. Days that never appear are printed as 0. Names are matched exactly, including their capital first letter.","Read N weekday names and print seven integers: the count of Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday in that order.","Line 1: N.
Line 2: N space-separated weekday names.","N: 1-100
names are always one of: Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","5
Monday Friday Monday Sunday Friday","2 0 0 0 2 0 1","5
Monday Friday Monday Sunday Friday","2 0 0 0 2 0 1","1
Sunday","0 0 0 0 0 0 1","1
Monday","1 0 0 0 0 0 0","7
Monday Tuesday Wednesday Thursday Friday Saturday Sunday","1 1 1 1 1 1 1","4
Saturday Saturday Sunday Sunday","0 0 0 0 0 2 2","8
Wednesday Wednesday Wednesday Monday Monday Tuesday Friday Friday","2 1 3 0 2 0 0","3
Thursday Thursday Thursday","0 0 0 3 0 0 0","6
Tuesday Monday Tuesday Monday Tuesday Monday","3 3 0 0 0 0 0"
"B-013-5","Rating Census","Bronze","Counting","Ratings run from 1 to 5 and all five are always reported in increasing order, including any that nobody gave, which appear as 0. The output always contains exactly five numbers.","Read N ratings, each between 1 and 5, and print five integers: the frequency of ratings 1, 2, 3, 4 and 5 respectively.","Line 1: N.
Line 2: N space-separated integers.","N: 1-100
ratings: 1-5","6
5 3 5 1 4 5","1 0 1 1 3","6
5 3 5 1 4 5","1 0 1 1 3","1
1","1 0 0 0 0","1
5","0 0 0 0 1","5
1 2 3 4 5","1 1 1 1 1","4
3 3 3 3","0 0 4 0 0","8
1 1 2 2 4 4 5 5","2 2 0 2 2","3
2 2 2","0 3 0 0 0","10
5 4 3 2 1 1 2 3 4 5","2 2 2 2 2"
"B-014-1","Most Popular Digit","Bronze","Counting","Every digit from 0 to 9 is a candidate, and digits that never appear simply have a count of 0. The winner is whichever digit appears most often. When two or more digits are tied at the top, the smallest of those digits is chosen.","Read N digits and print the digit that appears most often. If several digits tie, print the smallest one among them.","Line 1: N.
Line 2: N space-separated digits.","N: 1-100
digits: 0-9","7
3 5 3 9 5 3 1","3","7
3 5 3 9 5 3 1","3","1
7","7","2
4 2","2","4
1 1 2 2","1","5
9 9 9 9 9","9","6
0 0 0 1 1 1","0","8
9 8 7 6 5 4 3 2","2","3
0 5 0","0"
"B-014-2","Least Popular Colour","Bronze","Counting","All eight colours are candidates in the fixed order red, orange, yellow, green, blue, indigo, violet, brown, and a colour nobody voted for has a count of 0, which usually makes it the winner. The least frequent colour is wanted. Ties go to whichever colour comes first in that listed order.","Read N colour votes and print the least frequent colour. If several colours tie, print the one appearing earliest in the order red, orange, yellow, green, blue, indigo, violet, brown.","Line 1: N.
Line 2: N space-separated colour names.","N: 1-100
colours are always one of: red, orange, yellow, green, blue, indigo, violet, brown","5
red blue red violet blue","orange","5
red blue red violet blue","orange","1
brown","red","8
red orange yellow green blue indigo violet brown","red","9
red red orange yellow green blue indigo violet brown","orange","3
brown brown brown","red","10
violet violet brown brown red red orange orange yellow yellow","green","4
indigo indigo indigo indigo","red","16
red red orange orange yellow yellow green green blue blue indigo indigo violet violet brown brown","red"
"B-014-3","Most Common Rating","Bronze","Counting","All five ratings from 1 to 5 are candidates, and a rating nobody gave counts as 0. The most common rating wins. Unusually, ties here are broken by choosing the HIGHEST tied rating rather than the lowest.","Read N ratings between 1 and 5 and print the most common rating. If there is a tie, print the highest rating among those tied.","Line 1: N.
Line 2: N space-separated integers.","N: 1-100
ratings: 1-5","6
4 2 4 5 2 1","4","6
4 2 4 5 2 1","4","1
3","3","2
1 5","5","4
1 1 5 5","5","5
3 3 3 3 3","3","8
1 1 2 2 3 3 4 4","4","3
5 4 3","5","10
2 2 2 4 4 4 1 1 1 5","4"
"B-014-4","Most Chosen Option","Bronze","Counting","The four options A, B, C and D are all candidates, and an option nobody picked counts as 0. The option chosen most often wins, and when there is a tie the alphabetically smallest of the tied options is reported.","Read N multiple-choice answers, each one of A, B, C or D, and print the option that occurs most frequently. If there is a tie, print the alphabetically smallest tied option.","Line 1: N.
Line 2: N space-separated letters, each A, B, C or D.","N: 1-100
answers: A, B, C or D","6
B D B A C B","B","6
B D B A C B","B","1
D","D","2
A B","A","4
C C D D","C","5
A A A A A","A","8
A A B B C C D D","A","3
D D C","D","7
B B B C C C D","B"
"B-014-5","Least Chosen Emoji","Bronze","Counting","The ten labels emoji1 through emoji10 are all candidates in that order, and any label nobody chose counts as 0. The least chosen label is reported, with ties broken by taking the lowest-numbered label in the list.","Read N emoji labels and print the least chosen one. If several tie, print the one appearing earliest in the order emoji1, emoji2, ..., emoji10.","Line 1: N.
Line 2: N space-separated labels from emoji1 to emoji10.","N: 1-100
labels are always one of: emoji1 ... emoji10","5
emoji3 emoji1 emoji3 emoji7 emoji1","emoji2","5
emoji3 emoji1 emoji3 emoji7 emoji1","emoji2","1
emoji10","emoji1","10
emoji1 emoji2 emoji3 emoji4 emoji5 emoji6 emoji7 emoji8 emoji9 emoji10","emoji1","11
emoji1 emoji1 emoji2 emoji3 emoji4 emoji5 emoji6 emoji7 emoji8 emoji9 emoji10","emoji2","3
emoji5 emoji5 emoji5","emoji1","12
emoji10 emoji10 emoji9 emoji9 emoji8 emoji8 emoji7 emoji7 emoji6 emoji6 emoji5 emoji5","emoji1","4
emoji2 emoji2 emoji2 emoji2","emoji1","20
emoji1 emoji1 emoji2 emoji2 emoji3 emoji3 emoji4 emoji4 emoji5 emoji5 emoji6 emoji6 emoji7 emoji7 emoji8 emoji8 emoji9 emoji9 emoji10 emoji10","emoji1"
"B-015-1","Exact Palindrome","Bronze","Strings","A palindrome reads the same forwards and backwards, like 'level'. This check is case-sensitive, so 'Aba' is NOT a palindrome because the capital A does not match the lowercase a. An empty string counts as a palindrome, as does any single character.","Read a string S and print YES if it reads identically forwards and backwards (case-sensitive), otherwise NO.","Line 1: the string S (may be empty).","length of S: 0-100
S contains English letters only","level","YES","level","YES","","YES","a","YES","ab","NO","Aba","NO","abba","YES","racecarr","NO","AbBA","NO"
"B-015-2","Palindrome After Cleaning","Bronze","Strings","Before checking, every space and comma is stripped out of the text, leaving only the letters. The palindrome test then runs on that cleaned-up string. So 'ab, ba' cleans to 'abba', which reads the same both ways.","Read a line of text made of lowercase letters, spaces and commas. Remove all spaces and commas, then print YES if what remains is a palindrome, otherwise NO.","Line 1: the text T (lowercase letters, spaces and commas only).","length of T: 1-100","ab, ba","YES","ab, ba","YES","a","YES","ab","NO","never odd or even","YES",",,,","YES","a man a plan a canal panama","YES","no lemon, no melon","YES","hello world","NO"
"B-015-3","Symmetric Array","Bronze","Arrays","An array is symmetric when the first element matches the last, the second matches the second-to-last, and so on inward. An array of length 0 or 1 is symmetric because there is nothing that can mismatch.","Read N integers and print YES if the array is symmetric (element i equals element N+1-i for every position), otherwise NO.","Line 1: N.
Line 2: N space-separated integers (this line is empty when N is 0).","N: 0-100
values: -10000 to 10000","5
1 2 3 2 1","YES","5
1 2 3 2 1","YES","0
","YES","1
7","YES","2
4 4","YES","2
4 5","NO","4
1 2 2 1","YES","6
1 2 3 3 2 2","NO","8
-1 0 1 5 5 1 0 -1","YES"
"B-015-4","Case-Blind Palindrome","Bronze","Strings","Every uppercase letter is first folded down to lowercase, while digits are left exactly as they are. The palindrome test then runs on that normalised string, so 'AbBa' passes because it becomes 'abba'.","Read a string of letters and digits. Convert all uppercase letters to lowercase, then print YES if the result reads the same forwards and backwards, otherwise NO.","Line 1: the string S (English letters and digits only).","length of S: 1-100","AbBa","YES","AbBa","YES","a","YES","1","YES","Aa","YES","Ab","NO","1A2a1","YES","RaceCar","YES","12321a","NO"
"B-015-5","Where It Breaks","Bronze","Strings","The string is compared against its mirror image from the outside in: position 1 against the last position, position 2 against the second-to-last, and so on. If everything matches the answer is YES; otherwise the 1-based position of the leftmost mismatch is reported instead.","Read a string S. If S is a palindrome (case-sensitive), print YES. Otherwise print the 1-based index of the leftmost position whose character differs from its mirror position.","Line 1: the string S (may be empty).","length of S: 0-100
S contains English letters only","abcda","2","abcda","2","","YES","a","YES","ab","1","abba","YES","abcde","1","aabaa","YES","racecarX","1"
"B-016-1","Mirror Mismatches","Bronze","Strings","Characters are paired up from the outside inward: the 1st with the last, the 2nd with the second-to-last, and so on. With an odd length the exact middle character has no partner and is simply ignored. The answer counts how many of those pairs disagree.","Read a string S and print how many mirror pairs (positions i and N+1-i) contain different characters.","Line 1: the string S.","length of S: 1-100
S contains English letters only","abcda","1","abcda","1","a","0","ab","1","abba","0","abcde","2","abcdef","3","aaaaaa","0","xyzzyx","0"
"B-016-2","Mirror Distance","Bronze","Arrays","Elements are paired from the outside inward, first with last and so on, and with an odd length the middle element is left out. For each pair the absolute difference is taken, so order within the pair does not matter, and all those differences are added up.","Read N integers and print the sum of |A[i] - A[N+1-i]| over all mirror pairs.","Line 1: N.
Line 2: N space-separated integers.","N: 1-100
values: -10000 to 10000","5
1 5 9 2 4","6","5
1 5 9 2 4","6","1
7","0","2
3 3","0","2
3 10","7","4
1 2 2 1","0","6
-5 0 5 5 0 5","10","8
1 1 1 1 1 1 1 1","0","7
10000 -10000 0 99 0 10000 -10000","40000"
