"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output"
"D-008-5","Ancestor Meeting Queries Verifier","Diamond","Trees","Root the tree at node 1. The lowest common ancestor of two nodes is their deepest shared ancestor.","Answer every query by printing the lowest common ancestor. Use the same definition for all tests.","Line 1: N Q.
Next N-1 lines: tree edges.
Next Q lines: query nodes a b.","1 <= N,Q <= 200000
node labels: 1 to N","2 2
1 2
1 2
2 2","1
2","2 2
1 2
1 2
2 2","1
2","3 2
1 2
1 3
2 3
1 2","1
1","4 2
1 2
2 3
2 4
3 4
3 2","2
2","5 2
1 2
1 3
3 4
3 5
4 5
2 4","3
1","1 1
1 1","1","4 2
1 2
1 3
3 4
2 4
3 4","1
3","5 2
1 2
2 3
3 4
4 5
4 5
2 5","4
2","6 2
1 2
1 3
2 4
2 5
3 6
4 5
4 6","2
1"
"D-009-1","Dynamic Range Sums","Diamond","Fenwick Tree","An update adds a value to one position. A range-sum query asks for the inclusive total between two positions.","For each type-2 query, print the inclusive range sum. Follow every stated tie rule.","Line 1: N Q.
Line 2: N integers.
Next Q lines: 1 index delta or 2 left right.","1 <= N,Q <= 200000
indices are 1-based
use 64-bit sums","1 2
1
1 1 5
2 1 1","6","1 2
1
1 1 5
2 1 1","6","3 3
1 2 3
2 1 3
1 2 5
2 2 3","6
10","2 2
0 0
1 1 -1
2 1 2","-1","3 3
5 5 5
2 1 2
1 3 -2
2 2 3","10
8","4 2
1 1 1 1
1 4 10
2 1 4","14","3 1
2 4 6
2 2 2","4","3 3
0 1 0
1 1 3
1 3 4
2 1 3","8","2 2
9 8
1 2 1
2 1 2","18"
"D-009-2","Dynamic Range Sums Planner","Diamond","Fenwick Tree","An update adds a value to one position. A range-sum query asks for the inclusive total between two positions.","For each type-2 query, print the inclusive range sum. Print only the required result.","Line 1: N Q.
Line 2: N integers.
Next Q lines: 1 index delta or 2 left right.","1 <= N,Q <= 200000
indices are 1-based
use 64-bit sums","1 2
1
1 1 5
2 1 1","6","1 2
1
1 1 5
2 1 1","6","3 3
1 2 3
2 1 3
1 2 5
2 2 3","6
10","2 2
0 0
1 1 -1
2 1 2","-1","3 3
5 5 5
2 1 2
1 3 -2
2 2 3","10
8","4 2
1 1 1 1
1 4 10
2 1 4","14","3 1
2 4 6
2 2 2","4","3 3
0 1 0
1 1 3
1 3 4
2 1 3","8","2 2
9 8
1 2 1
2 1 2","18"
"D-009-3","Dynamic Range Sums Checkpoint","Diamond","Fenwick Tree","An update adds a value to one position. A range-sum query asks for the inclusive total between two positions.","For each type-2 query, print the inclusive range sum. Treat each input as one independent scenario.","Line 1: N Q.
Line 2: N integers.
Next Q lines: 1 index delta or 2 left right.","1 <= N,Q <= 200000
indices are 1-based
use 64-bit sums","1 2
1
1 1 5
2 1 1","6","1 2
1
1 1 5
2 1 1","6","3 3
1 2 3
2 1 3
1 2 5
2 2 3","6
10","2 2
0 0
1 1 -1
2 1 2","-1","3 3
5 5 5
2 1 2
1 3 -2
2 2 3","10
8","4 2
1 1 1 1
1 4 10
2 1 4","14","3 1
2 4 6
2 2 2","4","3 3
0 1 0
1 1 3
1 3 4
2 1 3","8","2 2
9 8
1 2 1
2 1 2","18"
"D-009-4","Dynamic Range Sums Tracker","Diamond","Fenwick Tree","An update adds a value to one position. A range-sum query asks for the inclusive total between two positions.","For each type-2 query, print the inclusive range sum. Keep the input and output format exact.","Line 1: N Q.
Line 2: N integers.
Next Q lines: 1 index delta or 2 left right.","1 <= N,Q <= 200000
indices are 1-based
use 64-bit sums","1 2
1
1 1 5
2 1 1","6","1 2
1
1 1 5
2 1 1","6","3 3
1 2 3
2 1 3
1 2 5
2 2 3","6
10","2 2
0 0
1 1 -1
2 1 2","-1","3 3
5 5 5
2 1 2
1 3 -2
2 2 3","10
8","4 2
1 1 1 1
1 4 10
2 1 4","14","3 1
2 4 6
2 2 2","4","3 3
0 1 0
1 1 3
1 3 4
2 1 3","8","2 2
9 8
1 2 1
2 1 2","18"
"D-009-5","Dynamic Range Sums Verifier","Diamond","Fenwick Tree","An update adds a value to one position. A range-sum query asks for the inclusive total between two positions.","For each type-2 query, print the inclusive range sum. Use the same definition for all tests.","Line 1: N Q.
Line 2: N integers.
Next Q lines: 1 index delta or 2 left right.","1 <= N,Q <= 200000
indices are 1-based
use 64-bit sums","1 2
1
1 1 5
2 1 1","6","1 2
1
1 1 5
2 1 1","6","3 3
1 2 3
2 1 3
1 2 5
2 2 3","6
10","2 2
0 0
1 1 -1
2 1 2","-1","3 3
5 5 5
2 1 2
1 3 -2
2 2 3","10
8","4 2
1 1 1 1
1 4 10
2 1 4","14","3 1
2 4 6
2 2 2","4","3 3
0 1 0
1 1 3
1 3 4
2 1 3","8","2 2
9 8
1 2 1
2 1 2","18"
"D-010-1","Out-of-Order Pair Count","Diamond","Fenwick Tree","An inversion is a pair of positions i < j where the earlier value is larger than the later value. Equal values are not inversions.","Print the number of inversions. Follow every stated tie rule.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
count may require 64-bit","1
1","0","1
1","0","2
2 1","1","3
3 1 2","2","3
1 1 1","0","5
5 4 3 2 1","10","3
-1 3 0","1","5
2 4 1 3 5","3","5
3 3 2 2 1","8"
"D-010-2","Out-of-Order Pair Count Planner","Diamond","Fenwick Tree","An inversion is a pair of positions i < j where the earlier value is larger than the later value. Equal values are not inversions.","Print the number of inversions. Print only the required result.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
count may require 64-bit","1
1","0","1
1","0","2
2 1","1","3
3 1 2","2","3
1 1 1","0","5
5 4 3 2 1","10","3
-1 3 0","1","5
2 4 1 3 5","3","5
3 3 2 2 1","8"
"D-010-3","Out-of-Order Pair Count Checkpoint","Diamond","Fenwick Tree","An inversion is a pair of positions i < j where the earlier value is larger than the later value. Equal values are not inversions.","Print the number of inversions. Treat each input as one independent scenario.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
count may require 64-bit","1
1","0","1
1","0","2
2 1","1","3
3 1 2","2","3
1 1 1","0","5
5 4 3 2 1","10","3
-1 3 0","1","5
2 4 1 3 5","3","5
3 3 2 2 1","8"
"D-010-4","Out-of-Order Pair Count Tracker","Diamond","Fenwick Tree","An inversion is a pair of positions i < j where the earlier value is larger than the later value. Equal values are not inversions.","Print the number of inversions. Keep the input and output format exact.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
count may require 64-bit","1
1","0","1
1","0","2
2 1","1","3
3 1 2","2","3
1 1 1","0","5
5 4 3 2 1","10","3
-1 3 0","1","5
2 4 1 3 5","3","5
3 3 2 2 1","8"
"D-010-5","Out-of-Order Pair Count Verifier","Diamond","Fenwick Tree","An inversion is a pair of positions i < j where the earlier value is larger than the later value. Equal values are not inversions.","Print the number of inversions. Use the same definition for all tests.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
count may require 64-bit","1
1","0","1
1","0","2
2 1","1","3
3 1 2","2","3
1 1 1","0","5
5 4 3 2 1","10","3
-1 3 0","1","5
2 4 1 3 5","3","5
3 3 2 2 1","8"
"D-011-1","Later Smaller Counts","Diamond","Fenwick Tree","For each position, look only to the right. Count later values that are strictly smaller than the current value.","Print one count for every position. Follow every stated tie rule.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","0","1
1","0","2
2 1","1 0","3
3 1 2","2 0 0","3
1 1 1","0 0 0","5
5 4 3 2 1","4 3 2 1 0","3
-1 3 0","0 1 0","5
2 4 1 3 5","1 2 0 0 0","5
3 3 2 2 1","3 3 1 1 0"
"D-011-2","Later Smaller Counts Planner","Diamond","Fenwick Tree","For each position, look only to the right. Count later values that are strictly smaller than the current value.","Print one count for every position. Print only the required result.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","0","1
1","0","2
2 1","1 0","3
3 1 2","2 0 0","3
1 1 1","0 0 0","5
5 4 3 2 1","4 3 2 1 0","3
-1 3 0","0 1 0","5
2 4 1 3 5","1 2 0 0 0","5
3 3 2 2 1","3 3 1 1 0"
"D-011-3","Later Smaller Counts Checkpoint","Diamond","Fenwick Tree","For each position, look only to the right. Count later values that are strictly smaller than the current value.","Print one count for every position. Treat each input as one independent scenario.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","0","1
1","0","2
2 1","1 0","3
3 1 2","2 0 0","3
1 1 1","0 0 0","5
5 4 3 2 1","4 3 2 1 0","3
-1 3 0","0 1 0","5
2 4 1 3 5","1 2 0 0 0","5
3 3 2 2 1","3 3 1 1 0"
"D-011-4","Later Smaller Counts Tracker","Diamond","Fenwick Tree","For each position, look only to the right. Count later values that are strictly smaller than the current value.","Print one count for every position. Keep the input and output format exact.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","0","1
1","0","2
2 1","1 0","3
3 1 2","2 0 0","3
1 1 1","0 0 0","5
5 4 3 2 1","4 3 2 1 0","3
-1 3 0","0 1 0","5
2 4 1 3 5","1 2 0 0 0","5
3 3 2 2 1","3 3 1 1 0"
"D-011-5","Later Smaller Counts Verifier","Diamond","Fenwick Tree","For each position, look only to the right. Count later values that are strictly smaller than the current value.","Print one count for every position. Use the same definition for all tests.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9","1
1","0","1
1","0","2
2 1","1 0","3
3 1 2","2 0 0","3
1 1 1","0 0 0","5
5 4 3 2 1","4 3 2 1 0","3
-1 3 0","0 1 0","5
2 4 1 3 5","1 2 0 0 0","5
3 3 2 2 1","3 3 1 1 0"
"D-012-1","Axis Segment Intersection Count","Diamond","Sweep Line","A horizontal segment is given by x1 x2 y and includes every point from x1 through x2. A vertical segment x y1 y2 includes its endpoints.","Count intersections between one horizontal and one vertical segment. Follow every stated tie rule.","Line 1: H V.
Next H lines: x1 x2 y.
Next V lines: x y1 y2.","0 <= H,V <= 200000
endpoints are inclusive
coordinates: -10^9 to 10^9","0 0
","0","0 0
","0","1 1
0 2 1
1 0 2","1","2 1
0 5 1
1 4 3
2 0 4","2","1 1
0 1 0
2 0 1","0","2 2
0 5 2
2 6 4
3 1 5
5 0 3","3","2 1
1 3 1
1 3 2
2 0 3","2","1 1
-2 2 0
0 -1 1","1","1 3
0 10 5
1 5 5
2 5 5
3 0 4","2"
"D-012-2","Axis Segment Intersection Count Planner","Diamond","Sweep Line","A horizontal segment is given by x1 x2 y and includes every point from x1 through x2. A vertical segment x y1 y2 includes its endpoints.","Count intersections between one horizontal and one vertical segment. Print only the required result.","Line 1: H V.
Next H lines: x1 x2 y.
Next V lines: x y1 y2.","0 <= H,V <= 200000
endpoints are inclusive
coordinates: -10^9 to 10^9","0 0
","0","0 0
","0","1 1
0 2 1
1 0 2","1","2 1
0 5 1
1 4 3
2 0 4","2","1 1
0 1 0
2 0 1","0","2 2
0 5 2
2 6 4
3 1 5
5 0 3","3","2 1
1 3 1
1 3 2
2 0 3","2","1 1
-2 2 0
0 -1 1","1","1 3
0 10 5
1 5 5
2 5 5
3 0 4","2"
"D-012-3","Axis Segment Intersection Count Checkpoint","Diamond","Sweep Line","A horizontal segment is given by x1 x2 y and includes every point from x1 through x2. A vertical segment x y1 y2 includes its endpoints.","Count intersections between one horizontal and one vertical segment. Treat each input as one independent scenario.","Line 1: H V.
Next H lines: x1 x2 y.
Next V lines: x y1 y2.","0 <= H,V <= 200000
endpoints are inclusive
coordinates: -10^9 to 10^9","0 0
","0","0 0
","0","1 1
0 2 1
1 0 2","1","2 1
0 5 1
1 4 3
2 0 4","2","1 1
0 1 0
2 0 1","0","2 2
0 5 2
2 6 4
3 1 5
5 0 3","3","2 1
1 3 1
1 3 2
2 0 3","2","1 1
-2 2 0
0 -1 1","1","1 3
0 10 5
1 5 5
2 5 5
3 0 4","2"
"D-012-4","Axis Segment Intersection Count Tracker","Diamond","Sweep Line","A horizontal segment is given by x1 x2 y and includes every point from x1 through x2. A vertical segment x y1 y2 includes its endpoints.","Count intersections between one horizontal and one vertical segment. Keep the input and output format exact.","Line 1: H V.
Next H lines: x1 x2 y.
Next V lines: x y1 y2.","0 <= H,V <= 200000
endpoints are inclusive
coordinates: -10^9 to 10^9","0 0
","0","0 0
","0","1 1
0 2 1
1 0 2","1","2 1
0 5 1
1 4 3
2 0 4","2","1 1
0 1 0
2 0 1","0","2 2
0 5 2
2 6 4
3 1 5
5 0 3","3","2 1
1 3 1
1 3 2
2 0 3","2","1 1
-2 2 0
0 -1 1","1","1 3
0 10 5
1 5 5
2 5 5
3 0 4","2"
"D-012-5","Axis Segment Intersection Count Verifier","Diamond","Sweep Line","A horizontal segment is given by x1 x2 y and includes every point from x1 through x2. A vertical segment x y1 y2 includes its endpoints.","Count intersections between one horizontal and one vertical segment. Use the same definition for all tests.","Line 1: H V.
Next H lines: x1 x2 y.
Next V lines: x y1 y2.","0 <= H,V <= 200000
endpoints are inclusive
coordinates: -10^9 to 10^9","0 0
","0","0 0
","0","1 1
0 2 1
1 0 2","1","2 1
0 5 1
1 4 3
2 0 4","2","1 1
0 1 0
2 0 1","0","2 2
0 5 2
2 6 4
3 1 5
5 0 3","3","2 1
1 3 1
1 3 2
2 0 3","2","1 1
-2 2 0
0 -1 1","1","1 3
0 10 5
1 5 5
2 5 5
3 0 4","2"
"D-013-1","Window Maximum Stream","Diamond","Monotonic Deque","A window is a consecutive block of exactly K values. As it moves one step, one value leaves and one may enter.","Print the maximum for every length-K window from left to right. Follow every stated tie rule.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","3 2
1 2 3","2 3","8 3
1 3 -1 -3 5 3 6 7","3 3 5 5 6 7","3 2
5 5 5","5 5","3 2
-1 -2 -3","-1 -2","5 4
9 1 8 2 7","9 8","4 1
0 0 1 0","0 0 1 0","6 3
4 2 12 3 8 7","12 12 12 8"
"D-013-2","Window Maximum Stream Planner","Diamond","Monotonic Deque","A window is a consecutive block of exactly K values. As it moves one step, one value leaves and one may enter.","Print the maximum for every length-K window from left to right. Print only the required result.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","3 2
1 2 3","2 3","8 3
1 3 -1 -3 5 3 6 7","3 3 5 5 6 7","3 2
5 5 5","5 5","3 2
-1 -2 -3","-1 -2","5 4
9 1 8 2 7","9 8","4 1
0 0 1 0","0 0 1 0","6 3
4 2 12 3 8 7","12 12 12 8"
"D-013-3","Window Maximum Stream Checkpoint","Diamond","Monotonic Deque","A window is a consecutive block of exactly K values. As it moves one step, one value leaves and one may enter.","Print the maximum for every length-K window from left to right. Treat each input as one independent scenario.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","3 2
1 2 3","2 3","8 3
1 3 -1 -3 5 3 6 7","3 3 5 5 6 7","3 2
5 5 5","5 5","3 2
-1 -2 -3","-1 -2","5 4
9 1 8 2 7","9 8","4 1
0 0 1 0","0 0 1 0","6 3
4 2 12 3 8 7","12 12 12 8"
"D-013-4","Window Maximum Stream Tracker","Diamond","Monotonic Deque","A window is a consecutive block of exactly K values. As it moves one step, one value leaves and one may enter.","Print the maximum for every length-K window from left to right. Keep the input and output format exact.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","3 2
1 2 3","2 3","8 3
1 3 -1 -3 5 3 6 7","3 3 5 5 6 7","3 2
5 5 5","5 5","3 2
-1 -2 -3","-1 -2","5 4
9 1 8 2 7","9 8","4 1
0 0 1 0","0 0 1 0","6 3
4 2 12 3 8 7","12 12 12 8"
"D-013-5","Window Maximum Stream Verifier","Diamond","Monotonic Deque","A window is a consecutive block of exactly K values. As it moves one step, one value leaves and one may enter.","Print the maximum for every length-K window from left to right. Use the same definition for all tests.","Line 1: N K.
Line 2: N integers.","1 <= K <= N <= 200000
values: -10^9 to 10^9","1 1
1","1","1 1
1","1","3 2
1 2 3","2 3","8 3
1 3 -1 -3 5 3 6 7","3 3 5 5 6 7","3 2
5 5 5","5 5","3 2
-1 -2 -3","-1 -2","5 4
9 1 8 2 7","9 8","4 1
0 0 1 0","0 0 1 0","6 3
4 2 12 3 8 7","12 12 12 8"
"D-014-1","Shortest Target-Sum Segment","Diamond","Monotonic Deque","A subarray is a consecutive segment. Values may be negative, so extending a segment can reduce its sum.","Print the shortest non-empty subarray length whose sum is at least K, or -1 if none exists. Follow every stated tie rule.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
values and K: -10^9 to 10^9
use 64-bit sums","1 1
1","1","1 1
1","1","2 4
1 2","-1","3 3
2 -1 2","3","5 3
1 -1 5 -2 3","1","5 167
84 -37 32 40 95","3","3 -2
-1 -2 -3","1","3 3
1 2 3","1","5 6
3 -2 5 -1 2","3"
"D-014-2","Shortest Target-Sum Segment Planner","Diamond","Monotonic Deque","A subarray is a consecutive segment. Values may be negative, so extending a segment can reduce its sum.","Print the shortest non-empty subarray length whose sum is at least K, or -1 if none exists. Print only the required result.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
values and K: -10^9 to 10^9
use 64-bit sums","1 1
1","1","1 1
1","1","2 4
1 2","-1","3 3
2 -1 2","3","5 3
1 -1 5 -2 3","1","5 167
84 -37 32 40 95","3","3 -2
-1 -2 -3","1","3 3
1 2 3","1","5 6
3 -2 5 -1 2","3"
"D-014-3","Shortest Target-Sum Segment Checkpoint","Diamond","Monotonic Deque","A subarray is a consecutive segment. Values may be negative, so extending a segment can reduce its sum.","Print the shortest non-empty subarray length whose sum is at least K, or -1 if none exists. Treat each input as one independent scenario.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
values and K: -10^9 to 10^9
use 64-bit sums","1 1
1","1","1 1
1","1","2 4
1 2","-1","3 3
2 -1 2","3","5 3
1 -1 5 -2 3","1","5 167
84 -37 32 40 95","3","3 -2
-1 -2 -3","1","3 3
1 2 3","1","5 6
3 -2 5 -1 2","3"
"D-014-4","Shortest Target-Sum Segment Tracker","Diamond","Monotonic Deque","A subarray is a consecutive segment. Values may be negative, so extending a segment can reduce its sum.","Print the shortest non-empty subarray length whose sum is at least K, or -1 if none exists. Keep the input and output format exact.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
values and K: -10^9 to 10^9
use 64-bit sums","1 1
1","1","1 1
1","1","2 4
1 2","-1","3 3
2 -1 2","3","5 3
1 -1 5 -2 3","1","5 167
84 -37 32 40 95","3","3 -2
-1 -2 -3","1","3 3
1 2 3","1","5 6
3 -2 5 -1 2","3"
"D-014-5","Shortest Target-Sum Segment Verifier","Diamond","Monotonic Deque","A subarray is a consecutive segment. Values may be negative, so extending a segment can reduce its sum.","Print the shortest non-empty subarray length whose sum is at least K, or -1 if none exists. Use the same definition for all tests.","Line 1: N K.
Line 2: N integers.","1 <= N <= 200000
values and K: -10^9 to 10^9
use 64-bit sums","1 1
1","1","1 1
1","1","2 4
1 2","-1","3 3
2 -1 2","3","5 3
1 -1 5 -2 3","1","5 167
84 -37 32 40 95","3","3 -2
-1 -2 -3","1","3 3
1 2 3","1","5 6
3 -2 5 -1 2","3"
"D-015-1","Best Subarray With One Skip","Diamond","Dynamic Programming","A subarray is consecutive. You may delete at most one element from the chosen subarray; deleting nothing is allowed.","Print the maximum possible remaining sum. Follow every stated tie rule.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","1","1
1","1","4
1 -2 0 3","4","4
1 -2 -2 3","3","3
-1 -1 -1","-1","4
2 3 -2 4","9","4
-2 1 -2 1","2","5
8 -1 6 -7 3","16","4
1 2 3 4","10"
"D-015-2","Best Subarray With One Skip Planner","Diamond","Dynamic Programming","A subarray is consecutive. You may delete at most one element from the chosen subarray; deleting nothing is allowed.","Print the maximum possible remaining sum. Print only the required result.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","1","1
1","1","4
1 -2 0 3","4","4
1 -2 -2 3","3","3
-1 -1 -1","-1","4
2 3 -2 4","9","4
-2 1 -2 1","2","5
8 -1 6 -7 3","16","4
1 2 3 4","10"
"D-015-3","Best Subarray With One Skip Checkpoint","Diamond","Dynamic Programming","A subarray is consecutive. You may delete at most one element from the chosen subarray; deleting nothing is allowed.","Print the maximum possible remaining sum. Treat each input as one independent scenario.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","1","1
1","1","4
1 -2 0 3","4","4
1 -2 -2 3","3","3
-1 -1 -1","-1","4
2 3 -2 4","9","4
-2 1 -2 1","2","5
8 -1 6 -7 3","16","4
1 2 3 4","10"
"D-015-4","Best Subarray With One Skip Tracker","Diamond","Dynamic Programming","A subarray is consecutive. You may delete at most one element from the chosen subarray; deleting nothing is allowed.","Print the maximum possible remaining sum. Keep the input and output format exact.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","1","1
1","1","4
1 -2 0 3","4","4
1 -2 -2 3","3","3
-1 -1 -1","-1","4
2 3 -2 4","9","4
-2 1 -2 1","2","5
8 -1 6 -7 3","16","4
1 2 3 4","10"
"D-015-5","Best Subarray With One Skip Verifier","Diamond","Dynamic Programming","A subarray is consecutive. You may delete at most one element from the chosen subarray; deleting nothing is allowed.","Print the maximum possible remaining sum. Use the same definition for all tests.","Line 1: N.
Line 2: N integers.","1 <= N <= 200000
values: -10^9 to 10^9
use 64-bit sums","1
1","1","1
1","1","4
1 -2 0 3","4","4
1 -2 -2 3","3","3
-1 -1 -1","-1","4
2 3 -2 4","9","4
-2 1 -2 1","2","5
8 -1 6 -7 3","16","4
1 2 3 4","10"
"D-016-1","Longest Palindromic Subsequence","Diamond","Dynamic Programming","A subsequence keeps character order but may skip characters. A palindrome reads the same forward and backward.","Print the length of the longest palindromic subsequence. Follow every stated tie rule.","Line 1: lowercase string S.","1 <= |S| <= 1000
S uses lowercase English letters","a","1","a","1","bbbab","4","cbbd","2","character","5","abcde","1","agbdba","5","aaaa","4","abca","3"
"D-016-2","Longest Palindromic Subsequence Planner","Diamond","Dynamic Programming","A subsequence keeps character order but may skip characters. A palindrome reads the same forward and backward.","Print the length of the longest palindromic subsequence. Print only the required result.","Line 1: lowercase string S.","1 <= |S| <= 1000
S uses lowercase English letters","a","1","a","1","bbbab","4","cbbd","2","character","5","abcde","1","agbdba","5","aaaa","4","abca","3"
"D-016-3","Longest Palindromic Subsequence Checkpoint","Diamond","Dynamic Programming","A subsequence keeps character order but may skip characters. A palindrome reads the same forward and backward.","Print the length of the longest palindromic subsequence. Treat each input as one independent scenario.","Line 1: lowercase string S.","1 <= |S| <= 1000
S uses lowercase English letters","a","1","a","1","bbbab","4","cbbd","2","character","5","abcde","1","agbdba","5","aaaa","4","abca","3"
"D-016-4","Longest Palindromic Subsequence Tracker","Diamond","Dynamic Programming","A subsequence keeps character order but may skip characters. A palindrome reads the same forward and backward.","Print the length of the longest palindromic subsequence. Keep the input and output format exact.","Line 1: lowercase string S.","1 <= |S| <= 1000
S uses lowercase English letters","a","1","a","1","bbbab","4","cbbd","2","character","5","abcde","1","agbdba","5","aaaa","4","abca","3"
"D-016-5","Longest Palindromic Subsequence Verifier","Diamond","Dynamic Programming","A subsequence keeps character order but may skip characters. A palindrome reads the same forward and backward.","Print the length of the longest palindromic subsequence. Use the same definition for all tests.","Line 1: lowercase string S.","1 <= |S| <= 1000
S uses lowercase English letters","a","1","a","1","bbbab","4","cbbd","2","character","5","abcde","1","agbdba","5","aaaa","4","abca","3"
"D-017-1","Best Nonoverlap Reward","Diamond","Dynamic Programming","Each interval has a start, end, and reward. Two selected intervals may touch at an endpoint but may not overlap in their interiors.","Print the maximum total reward from nonoverlapping intervals. Follow every stated tie rule.","Line 1: N.
Next N lines: start end reward.","0 <= N <= 200000
start < end
reward: 0 to 10^9","0
","0","0
","0","1
1 2 5","5","2
1 3 5
2 5 6","6","2
1 2 5
2 3 6","11","3
1 4 5
2 3 10
4 5 7","17","3
1 3 4
3 5 4
0 6 10","10","3
1 2 2
2 4 4
4 6 6","12","4
1 10 100
2 3 10
3 4 10
4 5 10","100"
"D-017-2","Best Nonoverlap Reward Planner","Diamond","Dynamic Programming","Each interval has a start, end, and reward. Two selected intervals may touch at an endpoint but may not overlap in their interiors.","Print the maximum total reward from nonoverlapping intervals. Print only the required result.","Line 1: N.
Next N lines: start end reward.","0 <= N <= 200000
start < end
reward: 0 to 10^9","0
","0","0
","0","1
1 2 5","5","2
1 3 5
2 5 6","6","2
1 2 5
2 3 6","11","3
1 4 5
2 3 10
4 5 7","17","3
1 3 4
3 5 4
0 6 10","10","3
1 2 2
2 4 4
4 6 6","12","4
1 10 100
2 3 10
3 4 10
4 5 10","100"
"D-017-3","Best Nonoverlap Reward Checkpoint","Diamond","Dynamic Programming","Each interval has a start, end, and reward. Two selected intervals may touch at an endpoint but may not overlap in their interiors.","Print the maximum total reward from nonoverlapping intervals. Treat each input as one independent scenario.","Line 1: N.
Next N lines: start end reward.","0 <= N <= 200000
start < end
reward: 0 to 10^9","0
","0","0
","0","1
1 2 5","5","2
1 3 5
2 5 6","6","2
1 2 5
2 3 6","11","3
1 4 5
2 3 10
4 5 7","17","3
1 3 4
3 5 4
0 6 10","10","3
1 2 2
2 4 4
4 6 6","12","4
1 10 100
2 3 10
3 4 10
4 5 10","100"
"D-017-4","Best Nonoverlap Reward Tracker","Diamond","Dynamic Programming","Each interval has a start, end, and reward. Two selected intervals may touch at an endpoint but may not overlap in their interiors.","Print the maximum total reward from nonoverlapping intervals. Keep the input and output format exact.","Line 1: N.
Next N lines: start end reward.","0 <= N <= 200000
start < end
reward: 0 to 10^9","0
","0","0
","0","1
1 2 5","5","2
1 3 5
2 5 6","6","2
1 2 5
2 3 6","11","3
1 4 5
2 3 10
4 5 7","17","3
1 3 4
3 5 4
0 6 10","10","3
1 2 2
2 4 4
4 6 6","12","4
1 10 100
2 3 10
3 4 10
4 5 10","100"
"D-017-5","Best Nonoverlap Reward Verifier","Diamond","Dynamic Programming","Each interval has a start, end, and reward. Two selected intervals may touch at an endpoint but may not overlap in their interiors.","Print the maximum total reward from nonoverlapping intervals. Use the same definition for all tests.","Line 1: N.
Next N lines: start end reward.","0 <= N <= 200000
start < end
reward: 0 to 10^9","0
","0","0
","0","1
1 2 5","5","2
1 3 5
2 5 6","6","2
1 2 5
2 3 6","11","3
1 4 5
2 3 10
4 5 7","17","3
1 3 4
3 5 4
0 6 10","10","3
1 2 2
2 4 4
4 6 6","12","4
1 10 100
2 3 10
3 4 10
4 5 10","100"
"D-018-1","Minimum Interval Points","Diamond","Greedy","A point hits an interval when it lies between its inclusive endpoints. One point may hit many overlapping intervals.","Print the minimum number of points needed to hit every interval. Follow every stated tie rule.","Line 1: N.
Next N lines: inclusive start end.","0 <= N <= 200000
start <= end
coordinates: -10^9 to 10^9","0
","0","0
","0","1
1 2","1","2
1 2
2 3","1","4
1 6
2 8
7 12
10 16","2","2
1 2
3 4","2","3
1 10
2 3
4 5","2","2
1 1
1 1","1","3
0 5
1 4
2 3","1"
