"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output","test9_input","test9_output","test10_input","test10_output","test11_input","test11_output","test12_input","test12_output"
"G-007-3","Snack Pack Minimum Span","Gold","Two Pointers","Each snack pack has positive calories and packs are lined up. A span is a contiguous sequence of packs; its calories are their sum.","Determine the minimum number of consecutive packs whose calories sum to at least the required target T. Print 0 if no such span exists.","Line 1: two integers n and T separated by a space
Line 2: n positive integers (calories) separated by spaces","1 ≤ n ≤ 300000; 1 ≤ each calorie ≤ 10^9; 1 ≤ T ≤ 10^18. All calories are positive integers.","9 15
1 2 3 4 5 6 1 2 3","3","9 15
1 2 3 4 5 6 1 2 3","3","2 3
1 1","0","4 4
4 1 1 1","1","5 9
2 2 2 2 2","5","6 10
3 1 4 1 5 9","2","3 100
50 50 1","2","1 2
3","1","7 8
2 3 1 2 3 2 1","4","1 5
9","1","3 20
1 1 3","0","5 14
7 9 3 6 1","2","8 23
1 1 1 3 5 8 5 9","4"
"G-007-4","Energy Boost Segment","Gold","Sliding Window","You measure energy boosts provided by contiguous time intervals. Each interval value is positive and combined additively.","Find the shortest contiguous time interval whose total boost is at least the required amount R. If none exist, print 0.","Line 1: two integers n and R separated by a space
Line 2: n positive integers (boosts) separated by spaces","1 ≤ n ≤ 300000; 1 ≤ each boost ≤ 10^9; 1 ≤ R ≤ 10^18. All boosts are positive integers.","6 11
1 2 3 4 5 1","3","6 11
1 2 3 4 5 1","3","4 10
1 1 1 1","0","5 5
5 5 5 5 5","1","5 16
4 4 4 4 1","4","3 7
2 5 1","2","8 20
3 3 3 3 3 3 3 3","7","2 100
100 1","1","10 14
1 1 1 1 1 6 1 1 1 1","9","1 23
5","0","3 2
1 4 4","1","5 23
7 3 7 1 7","5","8 14
3 9 9 3 6 4 1 2","2"
"G-007-5","Quick Supply Run","Gold","Arrays","A delivery route has consecutive stops, each yielding a positive supply amount. A run is any contiguous group of stops.","Compute the minimum length of a contiguous run whose total supply is at least the demand D. Print 0 if no run meets the demand.","Line 1: two integers n and D separated by a space
Line 2: n positive integers (supplies) separated by spaces","1 ≤ n ≤ 300000; 1 ≤ each supply ≤ 10^9; 1 ≤ D ≤ 10^18. All supplies are positive integers.","8 18
5 1 3 5 10 7 4 9","3","8 18
5 1 3 5 10 7 4 9","3","4 1
1 1 1 1","1","3 6
2 2 2","3","5 20
4 4 4 4 4","5","6 12
6 6 1 1 1 1","2","7 5
1 1 1 1 1 1 5","1","2 3
2 2","2","5 100
99 1 1 1 100","1","1 3
7","1","3 15
3 4 2","0","5 16
7 7 5 5 8","3","8 24
9 5 4 8 2 8 6 6","4"
"G-008-1","Longest Balanced Substring","Gold","Strings","A substring is a contiguous run of characters. The multiplicity of a character in a substring is how many times it appears there. An empty substring has length 0.","Find the length of the longest contiguous substring in which every character appears at most k times. If no non-empty substring satisfies this (for example k = 0), the answer is 0.","Line 1: two integers n and k separated by space
Line 2: a string S of length n consisting of lowercase letters","1 ≤ n ≤ 300000; 0 ≤ k ≤ n; S contains only 'a'..'z'. Time limit expects O(n) solutions.","9 2
abacabaac
","5","9 2
abacabaac
","5","1 1
a
","1","3 0
aaa
","0","5 2
aaaaa
","2","6 10
abcdef
","6","8 1
abacbcab
","3","10 3
aaabbbcccx
","10","4 2
abbb
","3","1 0
a","0","3 3
abb","3","6 3
aaabcb","6","9 3
abaabacac","6"
"G-008-2","Warehouse Shelf Sequence","Gold","Arrays","A contiguous window on a shelf is a contiguous sequence of product slots. Each product ID may appear multiple times in a window.","Find a longest contiguous window (subarray) where no product ID appears more than k times. Output the 1-based start and end indices of the leftmost such longest window. If the best length is 0, output ""0 0"".","Line 1: two integers n and k separated by space
Line 2: n integers a1 a2 ... an separated by spaces","1 ≤ n ≤ 300000; 0 ≤ k ≤ n; each ai is a 32-bit signed integer. Time limit expects O(n) solutions using frequency counts and two pointers.","7 2
1 2 1 3 1 2 1
","2 6","7 2
1 2 1 3 1 2 1
","2 6","1 1
5
","1 1","3 0
1 2 3
","0 0","5 2
4 4 4 4 4
","1 2","6 1
1 2 1 2 1 2
","1 2","8 2
10 20 10 30 20 10 40 10
","2 7","4 3
1 1 1 2
","1 4","4 0
1 1 1 1
","0 0","1 0
2","0 0","3 0
2 2 3","0 0","6 1
2 2 2 3 3 2","3 4","8 3
2 2 1 2 3 2 3 1","2 8"
"G-008-3","Event Log Filter","Gold","Hash Maps","A contiguous subarray of events is valid if every event code appears at most k times inside it. We count non-empty contiguous subarrays.","Count how many non-empty contiguous subarrays of the sequence are valid (each event code appears ≤ k times). Output the count as a single integer.","Line 1: two integers n and k separated by space
Line 2: n integers e1 e2 ... en separated by spaces","1 ≤ n ≤ 300000; 0 ≤ k ≤ n; each ei is a 32-bit signed integer. Answer may be up to n*(n+1)/2 (use 64-bit). Expected O(n) two-pointer solution.","5 1
1 2 1 2 1
","9","5 1
1 2 1 2 1
","9","1 1
7
","1","3 0
1 2 3
","0","4 2
5 5 5 5
","7","4 1
1 2 3 4
","10","6 2
1 2 1 3 1 2
","19","10 10
1 1 1 1 1 1 1 1 1 1
","55","5 1
1 1 2 2 3
","7","1 0
3","0","3 0
2 1 3","0","6 1
3 2 3 2 2 1","10","8 0
1 1 3 2 1 3 1 1","0"
"G-008-4","Garden Path Distincts","Gold","Sliding Window","A contiguous window is valid if every label in it appears at most k times. The distinct count is how many different labels appear in that window.","Among all longest valid contiguous windows, pick the leftmost one and output the number of distinct labels in that window. If the best length is 0, output 0.","Line 1: two integers n and k separated by space
Line 2: n integers b1 b2 ... bn separated by spaces","1 ≤ n ≤ 300000; 0 ≤ k ≤ n; each bi is a 32-bit signed integer. Expect O(n) two-pointer + frequency map.","7 2
1 2 1 3 1 2 1
","3","7 2
1 2 1 3 1 2 1
","3","1 1
5
","1","3 0
1 2 3
","0","5 2
4 4 4 4 4
","1","6 1
1 2 1 2 1 2
","2","8 2
10 20 10 30 20 10 40 10
","4","4 3
1 1 1 2
","2","4 0
1 1 1 1
","0","1 0
2","0","3 3
3 3 2","2","6 2
3 2 2 2 3 3","2","8 3
1 3 1 3 1 2 2 2","3"
"G-008-5","Playlist Repeat Limit","Gold","Two Pointers","A playlist is a contiguous sequence of song IDs. In a valid playlist window no song ID appears more than k times.","Find a longest valid contiguous playlist window. Output two integers: its length and the song ID that has the highest frequency inside the leftmost such longest window (if several song IDs tie for highest frequency, output the smallest ID). If the best length is 0, output ""0 0"".","Line 1: two integers n and k separated by space
Line 2: n integers s1 s2 ... sn separated by spaces","1 ≤ n ≤ 300000; 0 ≤ k ≤ n; each si is a 32-bit signed integer. Use O(n) sliding window; frequencies in the chosen window fit 32-bit.","7 2
1 2 1 3 1 2 1
","5 1","7 2
1 2 1 3 1 2 1
","5 1","1 1
42
","1 42","3 0
1 2 3
","0 0","5 2
4 4 4 4 4
","2 4","6 1
1 2 1 2 1 2
","2 1","8 2
10 20 10 30 20 10 40 10
","6 10","10 10
1 1 1 1 1 1 1 1 1 1
","10 1","4 0
1 1 1 1
","0 0","1 3
1","1 1","3 1
2 3 1","3 1","6 1
2 3 3 2 2 3","2 2","8 3
2 2 2 2 3 3 2 3","6 2"
"G-009-1","Uniform Window Shift","Gold","Strings","You have a string of uppercase letters. A contiguous substring is uniform if every character in it is the same. Repainting a character means changing it to any other letter at unit cost.","Find the length of the longest contiguous substring that can be made uniform by repainting at most k characters. If multiple substrings tie, report the common length (tie-breaking not needed).","Line 1: Two integers n and k separated by a space. Line 2: A single string of length n consisting of uppercase letters A–Z.","1 ≤ n ≤ 200000, 0 ≤ k ≤ n. The string contains only uppercase letters A–Z. Time limit expects O(n) or similar.","8 1
ABABBAAA
","4","8 1
ABABBAAA
","4","1 0
A
","1","5 5
ABCDE
","5","6 0
AAAAAA
","6","7 2
AABBBCC
","5","10 2
ABCABCABCA
","4","9 0
ABBBBAABB
","4","9 3
AAABBBCCC
","6","1 1
C","1","3 0
BCA","1","6 1
BABAAA","5","9 0
ACBBBCACB","3"
"G-009-2","Color Stretch","Gold","Arrays","You have a row of fence panels, each painted one of a small set of integer color IDs. Repainting a panel changes its color to any other integer color at unit cost.","Report the maximum length of a contiguous block of panels that can be repainted (at most k panels changed) so that the whole block has the same color.","Line 1: Two integers n and k separated by a space. Line 2: n integers c1 c2 ... cn separated by spaces, the color IDs of panels.","1 ≤ n ≤ 200000, 0 ≤ k ≤ n. Color IDs are integers in the range 1..10. Time-efficient O(n) required.","7 2
1 2 1 1 3 1 2
","6","7 2
1 2 1 1 3 1 2
","6","1 0
5
","1","5 5
1 2 3 4 5
","5","4 0
2 2 2 2
","4","8 1
1 1 2 2 2 1 2 2
","6","6 0
1 2 1 2 1 2
","1","9 2
3 3 3 2 2 3 3 2 3
","7","6 6
1 1 2 3 4 5
","6","1 3
2","1","3 3
3 4 3","3","6 2
4 2 2 3 3 3","5","8 0
2 4 2 1 1 2 3 1","2"
"G-009-3","Binary Block Fix","Gold","Strings","You have a binary string consisting of characters '0' and '1'. Repainting flips a character to the other bit at unit cost.","Compute the maximum length of a contiguous substring that can be made all '0' or all '1' by repainting at most k characters.","Line 1: Two integers n and k separated by a space. Line 2: A binary string of length n (characters '0' and '1').","1 ≤ n ≤ 200000, 0 ≤ k ≤ n. String contains only '0' and '1'. Expect O(n) solution.","10 2
0010011110
","7","10 2
0010011110
","7","1 0
0
","1","5 0
11111
","5","6 10
010101
","6","8 0
01010101
","1","9 1
000010000
","9","7 2
1011101
","7","5 2
00000
","5","1 1
1","1","3 0
001","2","6 1
010101","3","9 3
010101010","7"
"G-009-4","Team Role Run","Gold","Strings","You are given a sequence of job-role labels (single words). A contiguous segment is uniform if every label in it is identical. Changing a member's role to any other label costs one repaint.","Find the maximum length of a contiguous segment that can be made to consist of a single role (any role you choose) after repainting at most k labels.","Line 1: Two integers n and k separated by a space. Line 2: n words separated by single spaces, each word is a label (no spaces inside labels).","1 ≤ n ≤ 200000, 0 ≤ k ≤ n. Each label is non-empty and contains no spaces; total input size fits usual limits. Expect O(n) with hashing or two-pointer counts.","9 2
eng art eng eng art eng eng art eng
","7","9 2
eng art eng eng art eng eng art eng
","7","1 0
artist
","1","5 0
chef chef chef chef chef
","5","8 0
eng eng art art art chef eng eng
","3","6 6
a b c d e f
","6","7 1
eng art art art eng eng eng
","4","9 2
a b a a a b a a a
","9","5 0
eng art eng art eng
","1","1 2
art","1","3 0
eng eng chef","2","6 2
chef chef art art eng eng","4","9 2
eng eng chef art chef art eng art chef","5"
"G-009-5","Paint Target Strip","Gold","Strings","You have a strip of lowercase letters. You are given a specific target letter; repainting any character to any other letter costs one unit.","Given a target letter t, compute the maximum length of a contiguous substring that can be converted entirely to t using at most k repaints. Output that maximum length.","Line 1: Two integers n and k, and a single lowercase letter t, separated by spaces. Line 2: A lowercase string of length n.","1 ≤ n ≤ 200000, 0 ≤ k ≤ n. The target t is a lowercase letter 'a'–'z'. The string contains only lowercase letters. Expect O(n) solution.","10 2 a
abacaaabac
","7","10 2 a
abacaaabac
","7","1 0 b
b
","1","5 5 z
abcde
","5","6 0 a
aaaaaa
","6","8 3 x
xxxxabxx
","8","7 1 m
mmmmnmm
","7","9 2 q
qqqqqqqqq
","9","10 2 a
bbaaabaaaa
","9","1 0 c
a","0","3 3 a
aca","3","6 0 c
cbbacc","2","9 0 c
aaccaacba","2"
"G-010-1","First At Least","Gold","Binary Search","You are given a sorted list of integers in non-decreasing order. The goal is to locate the earliest position where values reach or exceed a given target.","Output the smallest 1-based index i such that A[i] >= T. If no element is >= T, output -1.","Line 1: n (number of elements)
Line 2: n space-separated integers A1 A2 ... An (non-decreasing)
Line 3: integer T (target)","1 ≤ n ≤ 200000. -10^9 ≤ Ai, T ≤ 10^9. A is sorted in non-decreasing order.","7
1 2 2 4 6 6 9
5
","5","7
1 2 2 4 6 6 9
5
","5","1
3
3
","1","5
1 1 1 1 1
2
","-1","3
2 2 3
2
","1","6
-5 -2 -2 0 0 1
-2
","2","3
0 1 2
10
","-1","3
1 2 3
3
","3","1
1000000000
1000000000
","1","1
-4
6","-1","3
-6 3 8
-7","1","5
-8 -8 -4 6 7
5","4","8
-6 -5 -5 1 2 2 6 9
1","4"
"G-010-2","First Free Slot","Gold","Arrays","A sequence of slots is represented by 0 (occupied) or 1 (free). The sequence is guaranteed to be monotone: all 0s (occupied) appear before any 1s (free).","Find the smallest 1-based index of a slot whose value is 1. If there is no 1, print -1.","Line 1: n (number of slots)
Line 2: n space-separated integers S1 S2 ... Sn (each is 0 or 1, and the sequence is non-decreasing)
","1 ≤ n ≤ 200000. Si ∈ {0,1}. Sequence is non-decreasing (zeros then ones).","6
0 0 0 1 1 1
","4","6
0 0 0 1 1 1
","4","1
0
","-1","1
1
","1","4
1 1 1 1
","1","5
0 0 0 0 0
","-1","5
0 0 0 0 1
","5","5
0 1 1 1 1
","2","7
0 0 1 1 1 1 1
","3","3
0 0 0","-1","8
0 0 0 0 0 0 1 1","7","3
1 1 1","1","5
0 0 1 1 1","3"
"G-010-3","First Failed Test","Gold","Searching","A sequence of test results is given as characters: 'P' for pass and 'F' for fail. It is guaranteed that once a test fails, all later tests also fail (all P's, then all F's).","Print the 1-based index of the first 'F'. If there is no failure, print -1.","Line 1: n (number of tests)
Line 2: a string of length n consisting only of characters 'P' and 'F' (monotone: P*F*)
","1 ≤ n ≤ 200000. The string matches the pattern P*F* (zero or more P then zero or more F).","6
PPPFFF
","4","6
PPPFFF
","4","1
P
","-1","1
F
","1","5
PPPPP
","-1","4
FFFF
","1","5
PPPPF
","5","5
PFFFF
","2","7
PPPFFFF
","4","3
PPP","-1","5
PPFFF","3","8
PFFFFFFF","2","8
PPPPPPPF","8"
"G-010-4","Insert Position","Gold","Arrays","Given a non-decreasing array, the insertion position for value x is the smallest index where x can be placed without breaking the order.","Print the insertion index i (0-based) which is the smallest i with A[i] >= x. If every element is < x, print n (append position).","Line 1: n (number of elements)
Line 2: n space-separated integers A1 A2 ... An (non-decreasing)
Line 3: integer x (value to insert)
","0 ≤ n ≤ 200000. -10^9 ≤ Ai, x ≤ 10^9. A is sorted in non-decreasing order. (If n=0, the array line will be empty.)","6
1 2 2 4 6 8
2
","1","6
1 2 2 4 6 8
2
","1","1
5
3
","0","1
5
5
","0","3
1 2 3
10
","3","3
5 6 7
1
","0","5
1 2 2 2 3
2
","1","3
-5 -3 -1
-2
","2","4
1 2 3 4
4
","3","0

4","0","2
-1 6
8","2","4
-4 -3 -3 0
7","4","7
-7 -5 -2 2 3 9 9
6","5"
"G-010-5","First Day Cumulative Reaches","Gold","Prefix Sums","You have non-negative daily contributions. Cumulative sum by day d is the total from day 1 to d. The predicate 'cumulative >= M' is monotone in d.","Print the smallest 1-based day d such that the cumulative sum up to d is at least M. If M ≤ 0, the answer is 1. If the cumulative sum never reaches M, print -1.","Line 1: n M (n and required cumulative target)
Line 2: n space-separated integers a1 a2 ... an (daily contributions, non-negative)
","1 ≤ n ≤ 300000. 0 ≤ ai ≤ 10^9. 0 ≤ M ≤ 10^15.","5 12
2 3 5 1 4
","5","5 12
2 3 5 1 4
","5","1 1
1
","1","1 2
1
","-1","3 0
0 0 0
","1","4 7
3 4 0 10
","2","4 100
10 20 30 39
","-1","5 2
5 0 0 0 0
","1","4 15
1 2 3 9
","4","1 22
3","-1","3 22
0 7 8","-1","5 9
2 4 4 6 2","3","8 13
8 4 6 4 0 7 4 3","3"
"G-011-1","Last Value Not Above Target","Gold","Binary Search","You are given a sorted list of numbers in non-decreasing order. Indices are 1-based. A value is considered acceptable if it is less than or equal to a given target.","Find the largest index i (1-based) such that array[i] <= X. If no element satisfies this, output 0.","Line 1: two integers n and X. Line 2: n integers a1 a2 ... an (non-decreasing).","1 ≤ n ≤ 300000. Each ai and X is between -10^9 and 10^9. The array is sorted non-decreasing (a1 ≤ a2 ≤ ... ≤ an).","7 5
1 2 5 5 6 7 9
","4","7 5
1 2 5 5 6 7 9
","4","1 5
10
","0","5 100
10 20 30 40 50
","5","4 0
1 1 2 3
","0","6 3
1 1 1 3 3 4
","5","5 4
1 2 4 4 6
","4","5 -2
-10 -5 -2 0 2
","3","3 -100
-5 -2 0
","0","1 -1
-5","1","3 -7
6 7 8","0","5 -5
-4 -2 2 3 3","0","8 -9
-9 -5 -3 -1 0 5 5 9","1"
"G-011-2","Last Reading Above Threshold","Gold","Arrays","A sequence of sensor readings is given in non-increasing order (each reading is ≤ previous). Indices are 1-based. A reading meets the requirement if it is greater than or equal to a threshold.","Output the largest index i (1-based) such that reading[i] ≥ T. If no reading meets the threshold, output 0.","Line 1: two integers n and T. Line 2: n integers r1 r2 ... rn (non-increasing).","1 ≤ n ≤ 300000. Each ri and T is between -10^9 and 10^9. The readings are non-increasing (r1 ≥ r2 ≥ ... ≥ rn).","6 50
100 80 50 50 30 10
","4","6 50
100 80 50 50 30 10
","4","1 50
50
","1","3 100
200 200 200
","3","3 100
90 80 70
","0","5 80
100 80 80 80 60
","4","5 6
10 9 8 5 1
","3","5 -2
5 0 -1 -2 -3
","4","4 11
10 9 8 7
","0","1 3
-1","0","3 -3
5 -5 -9","1","5 -2
8 4 -3 -4 -5","2","8 -9
7 5 3 1 0 -1 -5 -7","8"
"G-011-3","Last Prefix Within Budget","Gold","Prefix Sums","You are given a list of positive costs. The prefix sum up to index i is the total cost of the first i items. Indices are 1-based.","Find the largest index i (1-based) such that the sum of the first i values is ≤ S. If no prefix satisfies this, output 0.","Line 1: two integers n and S. Line 2: n positive integers c1 c2 ... cn.","1 ≤ n ≤ 300000. 1 ≤ ci ≤ 10^9. 0 ≤ S ≤ 10^18. All ci are positive integers.","6 12
2 3 5 1 4 2
","4","6 12
2 3 5 1 4 2
","4","1 5
5
","1","4 10
1 1 1 1
","4","3 3
5 2 1
","0","3 6
3 3 4
","2","3 0
1 1 1
","0","1 1000000000
1000000000
","1","4 6
1 2 3 4
","3","1 1
9","0","3 4
4 6 6","1","5 13
2 4 4 7 7","3","8 25
2 3 3 3 5 7 8 9","6"
"G-011-4","Last Character Not After Target","Gold","Strings","A string of lowercase letters is given in non-decreasing (sorted) order. Indices are 1-based. A character is acceptable if it is ≤ a given target character.","Return the largest index i (1-based) such that s[i] ≤ c. If no character satisfies this, output 0.","Line 1: integer n and a single lowercase character c separated by a space. Line 2: a string s of length n (sorted non-decreasing).","1 ≤ n ≤ 300000. s contains only 'a'..'z' and is sorted non-decreasing. c is a lowercase letter.","8 m
aaabmmmz
","7","8 m
aaabmmmz
","7","1 a
a
","1","4 a
bbbb
","0","6 z
abcxyz
","6","6 b
bbbccc
","3","5 a
bcdef
","0","4 z
abzz
","4","5 m
llllm
","5","1 z
b","1","3 c
bzz","1","5 a
bcccz","0","8 c
bbccczzz","5"
"G-011-5","Last Start You Can Catch","Gold","Searching","You have a sorted list of candidate movie start times (minutes from 0). A movie runs for D minutes and must finish by minute 1439 (inclusive). Indices are 1-based.","Find the largest index i (1-based) such that start[i] + D - 1 ≤ 1439 (equivalently start[i] ≤ 1440 − D). If none qualifies, output 0.","Line 1: two integers n and D. Line 2: n integers t1 t2 ... tn (start times, non-decreasing).","1 ≤ n ≤ 300000. 1 ≤ D ≤ 1440. 0 ≤ ti ≤ 1439. The times are non-decreasing (t1 ≤ t2 ≤ ... ≤ tn).","6 120
60 300 600 1200 1320 1400
","5","6 120
60 300 600 1200 1320 1400
","5","1 1440
0
","1","2 1
10 20
","2","2 60
1400 1401
","0","6 60
100 200 1380 1380 1380 1400
","5","3 1440
0 0 1
","2","3 720
0 720 721
","2","4 30
1410 1410 1415 1420
","2","1 60
891","1","3 1
32 121 1228","3","5 120
36 48 222 1003 1230","5","8 1440
23 51 606 851 990 1136 1228 1239","0"
"G-012-1","Find Target Index in Rotated Array","Gold","Binary Search","A rotated sorted array is made by taking a strictly increasing list of distinct numbers and cutting it at one position then concatenating the two parts. Indexing is zero-based.","Given the rotated array and a target value, output the index (0-based) of the target if it exists, otherwise output -1.","Line 1: n (number of elements)
Line 2: n space-separated integers (the rotated array)
Line 3: t (the target integer)","1 ≤ n ≤ 300000. All array values are distinct. The array is a rotation of a strictly increasing sequence. Values fit in signed 32-bit integers. Expected O(log n) time.","7
4 5 6 7 1 2 3
1
","4","7
4 5 6 7 1 2 3
1
","4","1
10
10
","0","5
3 4 5 1 2
6
","-1","6
5 6 1 2 3 4
5
","0","6
2 3 4 5 6 1
1
","5","5
0 1 -3 -2 -1
-2
","3","2
2 1
2
","0","8
6 7 8 1 2 3 4 5
4
","6","1
-5
99","-1","2
9 2
9","0","5
1 7 14 19 -7
7","1","8
3 13 16 18 20 -6 -2 1
-6","5"
"G-012-2","Find 1-Based Position in Rotated List","Gold","Arrays","The list is a rotation of a strictly increasing sequence of distinct integers. Positions are counted starting at 1.","Output the 1-based position of the target in the given rotated list. If the target is not present, output -1.","Line 1: n
Line 2: n space-separated integers (the rotated list)
Line 3: t (target integer)","1 ≤ n ≤ 300000. All values distinct. Array is a single rotation of a strictly increasing sequence. Values fit in signed 32-bit integers. Expected O(log n) time.","7
4 5 6 7 1 2 3
1
","5","7
4 5 6 7 1 2 3
1
","5","1
10
10
","1","5
3 4 5 1 2
6
","-1","6
5 6 1 2 3 4
5
","1","6
2 3 4 5 6 1
1
","6","5
0 1 -3 -2 -1
-2
","4","2
2 1
1
","2","8
6 7 8 1 2 3 4 5
4
","7","1
-3
99","-1","2
13 15
99","-1","5
-4 -3 8 9 19
8","3","8
1 6 8 10 11 14 19 -1
1","1"
"G-012-3","Membership Queries on Rotated Array","Gold","Searching","You are given a rotated sorted array with distinct values. Each query asks whether a given value appears in the array.","For each query value, print YES if it appears in the array, otherwise print NO. One answer per line in the same order as queries.","Line 1: n
Line 2: n space-separated integers (the rotated array)
Line 3: q (number of queries)
Line 4: q space-separated integers (the queries)","1 ≤ n ≤ 300000. 1 ≤ q ≤ 300000. All array values are distinct. The array is a rotation of a strictly increasing sequence. Values fit in signed 32-bit integers. Each query must be answered in O(log n) for overall expected O((n + q) + q log n) performance.","7
4 5 6 7 1 2 3
5
1 8 4 3 0
","YES
NO
YES
YES
NO","7
4 5 6 7 1 2 3
5
1 8 4 3 0
","YES
NO
YES
YES
NO","1
10
2
10 11
","YES
NO","3
2 3 4
3
1 5 6
","NO
NO
NO","5
0 1 -3 -2 -1
3
-2 -1 2
","YES
YES
NO","6
5 6 1 2 3 4
1
5
","YES","3
100 200 300
1
150
","NO","2
2 1
4
1 2 1 2
","YES
YES
YES
YES","8
6 7 8 1 2 3 4 5
4
4 6 9 5
","YES
YES
NO
YES","1
12
2
12 12","YES
YES","2
9 1
1
1","YES","5
-6 12 14 15 17
3
12 -6 -6","YES
YES
YES","8
2 5 16 19 -9 -8 -2 0
3
-8 -2 16","YES
YES
YES"
"G-012-4","Index of Smallest Element","Gold","Binary Search","The smallest element in a rotated strictly increasing array is the rotation pivot. Indices are zero-based.","Output the index (0-based) of the smallest element in the given rotated array.","Line 1: n
Line 2: n space-separated integers (the rotated array)","1 ≤ n ≤ 300000. All array values are distinct and the array is a rotation of a strictly increasing sequence. Values fit in signed 32-bit integers. Expected O(log n) time.","7
4 5 6 7 1 2 3
","4","7
4 5 6 7 1 2 3
","4","1
10
","0","5
1 2 3 4 5
","0","5
2 3 4 5 1
","4","2
1 2
","0","5
0 1 -3 -2 -1
","2","2
2 1
","1","8
6 7 8 1 2 3 4 5
","3","1
13","0","2
-1 2","0","5
15 2 3 5 14","1","8
6 11 14 19 -3 -2 -1 4","4"
"G-012-5","Rightward Steps Between Two Values","Gold","Arrays","Given a rotated array of distinct values, the rightward step count from position i to j is the number of moves increasing the index by 1 each time, wrapping to 0 after n-1. Positions are zero-based.","Given two integers a and b, output the number of rightward steps required to go from a to b (i.e., (index(b)-index(a) mod n), an integer between 0 and n-1). If either a or b is not present in the array, output -1.","Line 1: n
Line 2: n space-separated integers (the rotated array)
Line 3: a b (two integers separated by space)","1 ≤ n ≤ 300000. All array values are distinct and the array is a rotation of a strictly increasing sequence. Values fit in signed 32-bit integers. Expected O(log n) time to locate each value.","7
4 5 6 7 1 2 3
5 2
","4","7
4 5 6 7 1 2 3
5 2
","4","1
10
10 10
","0","5
3 4 5 1 2
6 1
","-1","6
5 6 1 2 3 4
1 7
","-1","6
2 3 4 5 6 1
1 1
","0","5
0 1 -3 -2 -1
-3 1
","4","2
2 1
2 1
","1","8
6 7 8 1 2 3 4 5
6 5
","7","1
-3
-3 -3","0","2
15 -6
15 -6","1","5
0 3 10 18 -1
3 99","-1","8
-5 -4 -3 0 5 8 17 20
17 20","1"
"G-013-1","Mountain Peak","Gold","Arrays","A sequence of integer altitudes represents a single mountain trail: values strictly increase to one summit and then strictly decrease. Adjacent altitudes are never equal. Indices are 1-based (first reading is index 1).","Report the 1-based index of the summit (the element greater than its neighbors). If n=1 that element is the summit.","Line 1: n (number of readings)
Line 2: n integers a1 a2 ... an (space-separated)","1 ≤ n ≤ 300000; each ai is an integer with |ai| ≤ 10^9; for 1 < i < n the sequence strictly increases up to a single peak and then strictly decreases (there is exactly one i with ai > ai-1 and ai > ai+1); adjacent values are never equal.","7
1 3 8 12 9 5 2
","4","7
1 3 8 12 9 5 2
","4","1
42
","1","2
1 2
","2","2
5 3
","1","5
1 2 3 4 5
","5","4
9 7 4 2
","1","6
2 4 6 10 9 8
","4","3
1 5 2
","2","1
-14","1","2
-19 -57","1","5
-14 -15 -26 -34 -38","1","7
-16 -12 -10 -6 -3 5 20","7"
"G-013-2","Loudest Moment","Gold","Binary Search","You have sampled sound levels (integers) over time. The samples strictly rise to one loudest moment then strictly fall; adjacent samples differ. Time indices start at 0.","Print the 0-based index of the loudest sample (the element greater than both neighbors). If n=1 that index is 0.","Line 1: n
Line 2: n integers s0 s1 ... s{n-1} (space-separated)","1 ≤ n ≤ 300000; each sample is an integer with |si| ≤ 10^9; the sequence strictly increases to one maximum and then strictly decreases; adjacent values are never equal.","6
10 20 35 40 30 5
","3","6
10 20 35 40 30 5
","3","1
100
","0","2
1 2
","1","2
9 3
","0","7
100 50 20 10 5 0 -5
","0","7
-10 -5 0 5 20 50 100
","6","7
1 3 7 9 8 6 2
","3","5
-5 -2 -1 -3 -6
","2","1
38","0","2
14 32","1","5
6 -5 -6 -9 -51","0","7
-20 -1 21 -25 -30 -38 -50","2"
"G-013-3","Profit Peak","Gold","Searching","Daily integer profits form a unimodal sequence: they strictly increase to a single best day then strictly decrease. Adjacent profits differ.","Output two integers: the 1-based day index of the best profit and the profit on that day, separated by a space.","Line 1: n
Line 2: n integers p1 p2 ... pn (space-separated)","1 ≤ n ≤ 300000; each pi is integer with |pi| ≤ 10^9; profits strictly increase to exactly one peak and then strictly decrease; adjacent values are never equal.","5
1 3 6 9 5
","4 9","5
1 3 6 9 5
","4 9","1
0
","1 0","2
3 5
","2 5","2
8 2
","1 8","5
1 2 3 4 5
","5 5","4
10 7 3 1
","1 10","5
2 5 9 8 6
","3 9","4
-3 -1 0 -2
","3 0","1
-6","1 -6","2
-15 -53","1 -15","5
-18 -11 22 32 2","4 32","7
16 25 14 -13 -39 -42 -49","2 25"
